,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
16,16,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, no run defends it back on the up ",1st innings,,,2.4,no run,9,0,9/0,"Baidwan to Stirling, no run",,defends it back on the up ,0
17,17,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, FOUR runs pitches it up and driven for four ",1st innings,,,2.5,four,13,4,13/0,"Baidwan to Stirling, FOUR runs",,pitches it up and driven for four ,0
18,18,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, 1 run runs it down tot hird man ",1st innings,Andre Botha,44102,3.0,run,14,1,14/0,"Baidwan to Stirling, 1 run",,runs it down tot hird man ,0
19,19,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run cuts him in half, comes back into him, he was going for the cut but cramped for room",1st innings,,,3.1,no run,14,0,14/0,"Khurram Chohan to Stirling, no run",,"cuts him in half, comes back into him, he was going for the cut but cramped for room",0
20,20,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run leaves it alone, pitched on off stump",1st innings,,,3.2,no run,14,0,14/0,"Khurram Chohan to Stirling, no run",,"leaves it alone, pitched on off stump",0
21,21,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run defends it back",1st innings,,,3.3,no run,14,0,14/0,"Khurram Chohan to Stirling, no run",,defends it back,0
22,22,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, FOUR runs room offered, and he slaps it past covers for four",1st innings,,,3.4,four,18,4,18/0,"Khurram Chohan to Stirling, FOUR runs",,"room offered, and he slaps it past covers for four",0
23,23,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run defends it to mid on",1st innings,,,3.5,no run,18,0,18/0,"Khurram Chohan to Stirling, no run",,defends it to mid on,0
24,24,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, 1 run Leading edge, while trying to flick that, dropped by Ruvindu at fine leg, major drop !",1st innings,Andre Botha,44102,4.0,run,19,1,19/0,"Khurram Chohan to Stirling, 1 run",,"Leading edge, while trying to flick that, dropped by Ruvindu at fine leg, major drop !",0
25,24,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, (no ball) 2 runs ",1st innings,,,4.0,run,22,3,22/0,"Baidwan to Stirling, (no ball) 2 runs",,,0
26,25,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, no run ",1st innings,,,4.1,no run,22,0,22/0,"Baidwan to Stirling, no run",,,0
27,26,Paul Stirling,303427,Harvir Baidwan,355583,"Baidwan to Stirling, 1 run ",1st innings,,,4.2,run,23,1,23/0,"Baidwan to Stirling, 1 run",,,0
28,27,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run ",1st innings,,,4.3,no run,23,0,23/0,"Baidwan to Botha, no run",,,0
29,28,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run driven straight to covers",1st innings,,,4.4,no run,23,0,23/0,"Baidwan to Botha, no run",,driven straight to covers,0
30,29,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run defends it to short cover",1st innings,,,4.5,no run,23,0,23/0,"Baidwan to Botha, no run",,defends it to short cover,0
31,30,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run defends it back",1st innings,Paul Stirling,303427,5.0,no run,23,0,23/0,"Baidwan to Botha, no run",,defends it back,0
32,31,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run ",1st innings,,,5.1,no run,23,0,23/0,"Khurram Chohan to Stirling, no run",,,0
33,32,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, 1 run ",1st innings,,,5.2,run,24,1,24/0,"Khurram Chohan to Stirling, 1 run",,,0
34,33,Andre Botha,44102,Khurram Chohan,41224,"Khurram Chohan to Botha, 1 run ",1st innings,,,5.3,run,25,1,25/0,"Khurram Chohan to Botha, 1 run",,,0
35,34,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, FOUR runs ",1st innings,,,5.4,four,29,4,29/0,"Khurram Chohan to Stirling, FOUR runs",,,0
36,35,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run ",1st innings,,,5.5,no run,29,0,29/0,"Khurram Chohan to Stirling, no run",,,0
37,36,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, FOUR runs ",1st innings,Andre Botha,44102,6.0,four,33,4,33/0,"Khurram Chohan to Stirling, FOUR runs",,,0
38,37,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run ",1st innings,,,6.1,no run,33,0,33/0,"Baidwan to Botha, no run",,,0
39,38,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run ",1st innings,,,6.2,no run,33,0,33/0,"Baidwan to Botha, no run",,,0
40,39,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, 2 runs flicks it over square leg for two",1st innings,,,6.3,run,35,2,35/0,"Baidwan to Botha, 2 runs",,flicks it over square leg for two,0
41,40,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run ",1st innings,,,6.4,no run,35,0,35/0,"Baidwan to Botha, no run",,,0
42,41,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, FOUR runs driven past covers for four, easily done ",1st innings,,,6.5,four,39,4,39/0,"Baidwan to Botha, FOUR runs",,"driven past covers for four, easily done ",0
43,42,Andre Botha,44102,Harvir Baidwan,355583,"Baidwan to Botha, no run ",1st innings,Paul Stirling,303427,7.0,no run,39,0,39/0,"Baidwan to Botha, no run",,,0
44,43,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run defends it back",1st innings,,,7.1,no run,39,0,39/0,"Khurram Chohan to Stirling, no run",,defends it back,0
45,44,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, SIX runs steps out and just smashes it over long off for 6",1st innings,,,7.2,six,45,6,45/0,"Khurram Chohan to Stirling, SIX runs",,steps out and just smashes it over long off for 6,0
46,45,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, FOUR runs rocks back and pulls a good length delivery wide of mid on",1st innings,,,7.3,four,49,4,49/0,"Khurram Chohan to Stirling, FOUR runs",,rocks back and pulls a good length delivery wide of mid on,0
47,46,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, FOUR runs delicate ! just opens the face and runs it fine of third man for four",1st innings,,,7.4,four,53,4,53/0,"Khurram Chohan to Stirling, FOUR runs",,delicate ! just opens the face and runs it fine of third man for four,0
48,47,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run defends it back",1st innings,,,7.5,no run,53,0,53/0,"Khurram Chohan to Stirling, no run",,defends it back,0
49,48,Paul Stirling,303427,Khurram Chohan,41224,"Khurram Chohan to Stirling, no run driven to cover",1st innings,Andre Botha,44102,8.0,no run,53,0,53/0,"Khurram Chohan to Stirling, no run",,driven to cover,0
50,49,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, no run defends it back ",1st innings,,,8.1,no run,53,0,53/0,"Bhatti to Botha, no run",,defends it back ,0
51,50,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, 1 run pulls it to square leg for a single ",1st innings,,,8.2,run,54,1,54/0,"Bhatti to Botha, 1 run",,pulls it to square leg for a single ,0
52,51,Paul Stirling,303427,Umar Bhatti,23865,"Bhatti to Stirling, FOUR runs opens the face and runs it down for four, third man dropped back again",1st innings,,,8.3,four,58,4,58/0,"Bhatti to Stirling, FOUR runs",,"opens the face and runs it down for four, third man dropped back again",0
53,52,Paul Stirling,303427,Umar Bhatti,23865,"Bhatti to Stirling, no run defends it back",1st innings,,,8.4,no run,58,0,58/0,"Bhatti to Stirling, no run",,defends it back,0
54,53,Paul Stirling,303427,Umar Bhatti,23865,"Bhatti to Stirling, no run driven to covers",1st innings,,,8.5,no run,58,0,58/0,"Bhatti to Stirling, no run",,driven to covers,0
55,54,Paul Stirling,303427,Umar Bhatti,23865,"Bhatti to Stirling, no run tried to sweep him, fails to connect",1st innings,Andre Botha,44102,9.0,no run,58,0,58/0,"Bhatti to Stirling, no run",,"tried to sweep him, fails to connect",0
56,55,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, no run flat and outside off ",1st innings,,,9.1,no run,58,0,58/0,"Desai to Botha, no run",,flat and outside off ,0
57,56,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, SIX runs slog sweep over, mid wicket",1st innings,,,9.2,six,64,6,64/0,"Desai to Botha, SIX runs",,"slog sweep over, mid wicket",0
58,57,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, no run trying to drive him with an angled bat, bottom edges it ",1st innings,,,9.3,no run,64,0,64/0,"Desai to Botha, no run",,"trying to drive him with an angled bat, bottom edges it ",0
59,58,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, 1 run works it of his legs to mid on ",1st innings,,,9.4,run,65,1,65/0,"Desai to Botha, 1 run",,works it of his legs to mid on ,0
60,59,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run shout for lbw tured down, he was trying to sweep it",1st innings,,,9.5,no run,65,0,65/0,"Desai to Stirling, no run",,"shout for lbw tured down, he was trying to sweep it",0
61,60,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 2 runs flicks it to mind on, poor effor by Hansra gives a double",1st innings,Andre Botha,44102,10.0,run,67,2,67/0,"Desai to Stirling, 2 runs",,"flicks it to mind on, poor effor by Hansra gives a double",0
62,61,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, no run defends it covers",1st innings,,,10.1,no run,67,0,67/0,"Bhatti to Botha, no run",,defends it covers,0
63,62,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, 1 run ",1st innings,,,10.2,run,68,1,68/0,"Bhatti to Botha, 1 run",,,0
64,63,Paul Stirling,303427,Umar Bhatti,23865,"Bhatti to Stirling, 1 run plays with soft hands and takes the single ",1st innings,,,10.3,run,69,1,69/0,"Bhatti to Stirling, 1 run",,plays with soft hands and takes the single ,0
65,64,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, FOUR runs lofts it over mid on for four",1st innings,,,10.4,four,73,4,73/0,"Bhatti to Botha, FOUR runs",,lofts it over mid on for four,0
66,65,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, no run defends it bac.",1st innings,,,10.5,no run,73,0,73/0,"Bhatti to Botha, no run",,defends it bac.,0
67,66,Andre Botha,44102,Umar Bhatti,23865,"Bhatti to Botha, 2 runs ",1st innings,Paul Stirling,303427,11.0,run,75,2,75/0,"Bhatti to Botha, 2 runs",,,0
68,67,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 1 run ",1st innings,,,11.1,run,76,1,76/0,"Balaji Rao to Stirling, 1 run",,,0
69,68,Andre Botha,44102,Balaji Rao,26826,"Balaji Rao to Botha, 2 runs poor fielding by Ruvindu at square leg ",1st innings,,,11.2,run,78,2,78/0,"Balaji Rao to Botha, 2 runs",,poor fielding by Ruvindu at square leg ,0
70,69,Andre Botha,44102,Balaji Rao,26826,"Balaji Rao to Botha, 1 run late cut to third man ",1st innings,,,11.3,run,79,1,79/0,"Balaji Rao to Botha, 1 run",,late cut to third man ,0
71,70,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, FOUR runs another four, opens the face and squeezes it between point and gully ",1st innings,,,11.4,four,83,4,83/0,"Balaji Rao to Stirling, FOUR runs",,"another four, opens the face and squeezes it between point and gully ",0
72,71,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, FOUR runs 4 more, he wasn't in control of that one but gets enough on it to take it all the way for four",1st innings,,,11.5,four,87,4,87/0,"Balaji Rao to Stirling, FOUR runs",,"4 more, he wasn't in control of that one but gets enough on it to take it all the way for four",0
73,72,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 1 run driven to extra cover",1st innings,Andre Botha,44102,12.0,run,88,1,88/0,"Balaji Rao to Stirling, 1 run",,driven to extra cover,0
74,73,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run ",1st innings,,,12.1,run,89,1,89/0,"Desai to Stirling, 1 run",,,0
75,74,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, 1 run ",1st innings,,,12.2,run,90,1,90/0,"Desai to Botha, 1 run",,,0
76,75,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run steps out and drives it to long on",1st innings,,,12.3,run,91,1,91/0,"Desai to Stirling, 1 run",,steps out and drives it to long on,0
77,76,Andre Botha,44102,Parth Desai,440977,"Desai to Botha, OUT gone, hits it right back at him, after getting beaten in flight, Parth with the breakthrough again ! ",1st innings,Paul Stirling,303427,12.4,out,91,0,91/1,"Desai to Botha, OUT",,"gone, hits it right back at him, after getting beaten in flight, Parth with the breakthrough again ! ",1
78,77,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run defends it back ",1st innings,,,12.5,no run,91,0,91/1,"Desai to Poynter, no run",,defends it back ,1
79,78,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run pitches on middle and leg and rips away, gone again",1st innings,Paul Stirling,303427,13.0,no run,91,0,91/1,"Desai to Poynter, no run",,"pitches on middle and leg and rips away, gone again",1
80,79,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run loud shout for lbw, not given, stirling got some bat on it, or he was plumb in front",1st innings,,,13.1,no run,91,0,91/1,"Balaji Rao to Stirling, no run",,"loud shout for lbw, not given, stirling got some bat on it, or he was plumb in front",1
81,80,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 2 runs this time he gets the sweep away",1st innings,,,13.2,run,93,2,93/1,"Balaji Rao to Stirling, 2 runs",,this time he gets the sweep away,1
82,81,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run google ! he has a really good one too, struck in front not given, struck outside off may be",1st innings,,,13.3,no run,93,0,93/1,"Balaji Rao to Stirling, no run",,"google ! he has a really good one too, struck in front not given, struck outside off may be",1
83,82,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run leaves the quicker one ",1st innings,,,13.4,no run,93,0,93/1,"Balaji Rao to Stirling, no run",,leaves the quicker one ,1
84,83,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 2 runs glances him of his hips for a double",1st innings,,,13.5,run,95,2,95/1,"Balaji Rao to Stirling, 2 runs",,glances him of his hips for a double,1
85,84,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run ",1st innings,Andrew Poynter,210279,14.0,no run,95,0,95/1,"Balaji Rao to Stirling, no run",,,1
86,85,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, 2 runs steps out and lofts him over mid off, doesn't middle that but gets enough to take it over mid off ",1st innings,,,14.1,run,97,2,97/1,"Desai to Poynter, 2 runs",,"steps out and lofts him over mid off, doesn't middle that but gets enough to take it over mid off ",1
87,86,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run arm ball ! shout for pad before bat, not out says the umpire",1st innings,,,14.2,no run,97,0,97/1,"Desai to Poynter, no run",,"arm ball ! shout for pad before bat, not out says the umpire",1
88,87,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, 1 run works it of his legs to mid wicket",1st innings,,,14.3,run,98,1,98/1,"Desai to Poynter, 1 run",,works it of his legs to mid wicket,1
89,88,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run cuts it past point for a single",1st innings,,,14.4,run,99,1,99/1,"Desai to Stirling, 1 run",,cuts it past point for a single,1
90,89,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run steps out and just defends it back",1st innings,,,14.5,no run,99,0,99/1,"Desai to Poynter, no run",,steps out and just defends it back,1
91,90,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run beaten trying to drive it, good bowling",1st innings,Paul Stirling,303427,15.0,no run,99,0,99/1,"Desai to Poynter, no run",,"beaten trying to drive it, good bowling",1
92,91,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run defends it back",1st innings,,,15.1,no run,99,0,99/1,"Balaji Rao to Stirling, no run",,defends it back,1
93,92,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run defends it back again, Balaji finding some rhythm ",1st innings,,,15.2,no run,99,0,99/1,"Balaji Rao to Stirling, no run",,"defends it back again, Balaji finding some rhythm ",1
94,93,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run left alone, a little quicker this time",1st innings,,,15.3,no run,99,0,99/1,"Balaji Rao to Stirling, no run",,"left alone, a little quicker this time",1
95,94,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 1 run works it of his legs ",1st innings,,,15.4,run,100,1,100/1,"Balaji Rao to Stirling, 1 run",,works it of his legs ,1
96,95,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run left alone",1st innings,,,15.5,no run,100,0,100/1,"Balaji Rao to Poynter, no run",,left alone,1
97,96,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run defends it back again, just 1 of the over, good over from Balaji ",1st innings,Paul Stirling,303427,16.0,no run,100,0,100/1,"Balaji Rao to Poynter, no run",,"defends it back again, just 1 of the over, good over from Balaji ",1
98,97,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run pitched on middle and spins away, good ball",1st innings,,,16.1,no run,100,0,100/1,"Desai to Stirling, no run",,"pitched on middle and spins away, good ball",1
99,98,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run makes room and cuts it to point",1st innings,,,16.2,no run,100,0,100/1,"Desai to Stirling, no run",,makes room and cuts it to point,1
100,99,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run driven to long on for an easy single",1st innings,,,16.3,run,101,1,101/1,"Desai to Stirling, 1 run",,driven to long on for an easy single,1
101,100,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run left alone again",1st innings,,,16.4,no run,101,0,101/1,"Desai to Poynter, no run",,left alone again,1
102,101,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run defends it back",1st innings,,,16.5,no run,101,0,101/1,"Desai to Poynter, no run",,defends it back,1
103,102,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run dropped ! sitter ! Hansra just need to come forward a little take a simple catch at covers after the leading edge",1st innings,Paul Stirling,303427,17.0,no run,101,0,101/1,"Desai to Poynter, no run",,dropped ! sitter ! Hansra just need to come forward a little take a simple catch at covers after the leading edge,1
104,103,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run good stop at covers from Hiral ",1st innings,,,17.1,no run,101,0,101/1,"Balaji Rao to Stirling, no run",,good stop at covers from Hiral ,1
105,104,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run defends it back ",1st innings,,,17.2,no run,101,0,101/1,"Balaji Rao to Stirling, no run",,defends it back ,1
106,105,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, no run steps out and defends it back",1st innings,,,17.3,no run,101,0,101/1,"Balaji Rao to Stirling, no run",,steps out and defends it back,1
107,106,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 1 run driven to extra cover",1st innings,,,17.4,run,102,1,102/1,"Balaji Rao to Stirling, 1 run",,driven to extra cover,1
108,107,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run beaten by the spin ",1st innings,,,17.5,no run,102,0,102/1,"Balaji Rao to Poynter, no run",,beaten by the spin ,1
109,108,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run defends it back ",1st innings,Paul Stirling,303427,18.0,no run,102,0,102/1,"Balaji Rao to Poynter, no run",,defends it back ,1
110,109,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run ",1st innings,,,18.1,no run,102,0,102/1,"Desai to Stirling, no run",,,1
111,110,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run ",1st innings,,,18.2,no run,102,0,102/1,"Desai to Stirling, no run",,,1
112,111,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 2 runs ",1st innings,,,18.3,run,104,2,104/1,"Desai to Stirling, 2 runs",,,1
113,112,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, FOUR runs sweeps it for four",1st innings,,,18.4,four,108,4,108/1,"Desai to Stirling, FOUR runs",,sweeps it for four,1
114,113,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run driven to mid off",1st innings,,,18.5,run,109,1,109/1,"Desai to Stirling, 1 run",,driven to mid off,1
115,114,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run defends it back ",1st innings,Paul Stirling,303427,19.0,no run,109,0,109/1,"Desai to Poynter, no run",,defends it back ,1
116,115,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 1 run quick single to third man ",1st innings,,,19.1,run,110,1,110/1,"Balaji Rao to Stirling, 1 run",,quick single to third man ,1
117,116,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, FOUR runs slog sweep, Hansra though it will drop short of him, but it just sailed over him for a one bounce four",1st innings,,,19.2,four,114,4,114/1,"Balaji Rao to Poynter, FOUR runs",,"slog sweep, Hansra though it will drop short of him, but it just sailed over him for a one bounce four",1
118,117,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run tried to take quick single good fielding by the bowler",1st innings,,,19.3,no run,114,0,114/1,"Balaji Rao to Poynter, no run",,tried to take quick single good fielding by the bowler,1
119,118,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run leaves it alone",1st innings,,,19.4,no run,114,0,114/1,"Balaji Rao to Poynter, no run",,leaves it alone,1
120,119,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run ",1st innings,,,19.5,no run,114,0,114/1,"Balaji Rao to Poynter, no run",,,1
121,120,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run driven to point",1st innings,Paul Stirling,303427,20.0,no run,114,0,114/1,"Balaji Rao to Poynter, no run",,driven to point,1
122,121,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 2 runs cuts it infront of square for a double",1st innings,,,20.1,run,116,2,116/1,"Desai to Stirling, 2 runs",,cuts it infront of square for a double,1
123,122,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run defends it on the up",1st innings,,,20.2,no run,116,0,116/1,"Desai to Stirling, no run",,defends it on the up,1
124,123,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, 1 run glanced of his hips for a single",1st innings,,,20.3,run,117,1,117/1,"Desai to Stirling, 1 run",,glanced of his hips for a single,1
125,124,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, no run pushes it right back at him",1st innings,,,20.4,no run,117,0,117/1,"Desai to Poynter, no run",,pushes it right back at him,1
126,125,Andrew Poynter,210279,Parth Desai,440977,"Desai to Poynter, 1 run ",1st innings,,,20.5,run,118,1,118/1,"Desai to Poynter, 1 run",,,1
127,126,Paul Stirling,303427,Parth Desai,440977,"Desai to Stirling, no run leading edge almost carried to point",1st innings,Andrew Poynter,210279,21.0,no run,118,0,118/1,"Desai to Stirling, no run",,leading edge almost carried to point,1
128,127,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, no run ",1st innings,,,21.1,no run,118,0,118/1,"Balaji Rao to Poynter, no run",,,1
129,128,Andrew Poynter,210279,Balaji Rao,26826,"Balaji Rao to Poynter, 1 run ",1st innings,,,21.2,run,119,1,119/1,"Balaji Rao to Poynter, 1 run",,,1
130,129,Paul Stirling,303427,Balaji Rao,26826,"Balaji Rao to Stirling, 2 byes ",1st innings,,,21.3,bye,121,2,121/1,"Balaji Rao to Stirling, 2 byes",,,1
