,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
10,11,Tamim Iqbal,56194,Andy McKay,38005,"McKay to Tamim Iqbal, OUT McKay strikes with the new ball! An unplayable ball from McKay as he angles it into Tamim, hits a good length which draws Tamim into playing and then swings away, taking the outside edge and through to McCullum who completes the catch.",1st innings,Imrul Kayes,280734,1.5,out,5,0,5/1,"McKay to Tamim Iqbal, OUT",,"McKay strikes with the new ball! An unplayable ball from McKay as he angles it into Tamim, hits a good length which draws Tamim into playing and then swings away, taking the outside edge and through to McCullum who completes the catch.",1
11,12,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run McKay is fuller this time, a touch of inswing and Ashraful pushes off the inside half of the bat to mid on",1st innings,Imrul Kayes,280734,2.0,no run,5,0,5/1,"McKay to Mohammad Ashraful, no run",,"McKay is fuller this time, a touch of inswing and Ashraful pushes off the inside half of the bat to mid on",1
12,13,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, no run some swing back into the left hander from over the wicket and Imrul defends nicely to mid off",1st innings,,,2.1,no run,5,0,5/1,"Tuffey to Imrul Kayes, no run",,some swing back into the left hander from over the wicket and Imrul defends nicely to mid off,1
13,14,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, 3 runs Tuffey is too straight this time and Imrul plays it nicely and flicks it through mid wicket and they run three to the long boundary out towards the University side of the ground",1st innings,,,2.2,run,8,3,8/1,"Tuffey to Imrul Kayes, 3 runs",,Tuffey is too straight this time and Imrul plays it nicely and flicks it through mid wicket and they run three to the long boundary out towards the University side of the ground,1
14,15,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run Tuffey goes full to Ashraful who falls over slightly as he drives and gets an inside edge onto pad and there is a muffled appeal",1st innings,,,2.3,no run,8,0,8/1,"Tuffey to Mohammad Ashraful, no run",,Tuffey goes full to Ashraful who falls over slightly as he drives and gets an inside edge onto pad and there is a muffled appeal,1
15,16,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run Tuffey hits a good channel but is a fraction too full and Ashraful crunches it to Guptill at cover point",1st innings,,,2.4,no run,8,0,8/1,"Tuffey to Mohammad Ashraful, no run",,Tuffey hits a good channel but is a fraction too full and Ashraful crunches it to Guptill at cover point,1
16,17,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run good line again from Tuffey and Ashraful drives neatly to mid off",1st innings,,,2.5,no run,8,0,8/1,"Tuffey to Mohammad Ashraful, no run",,good line again from Tuffey and Ashraful drives neatly to mid off,1
17,17,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, 1 wide Tuffey angles the ball down leg and even though there's a wee sound of ball on pad it's called wide",1st innings,,,2.5,wide,9,1,9/1,"Tuffey to Mohammad Ashraful, 1 wide",,Tuffey angles the ball down leg and even though there's a wee sound of ball on pad it's called wide,1
18,18,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run Tuffey is full and attacks off stump and Ashraful drives to mid on",1st innings,Imrul Kayes,280734,3.0,no run,9,0,9/1,"Tuffey to Mohammad Ashraful, no run",,Tuffey is full and attacks off stump and Ashraful drives to mid on,1
19,19,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run McKay attacks off stump and Imrul falls over and pushes to mid on",1st innings,,,3.1,no run,9,0,9/1,"McKay to Imrul Kayes, no run",,McKay attacks off stump and Imrul falls over and pushes to mid on,1
20,20,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run shorter from McKay and Imrul is back and defending into the on side",1st innings,,,3.2,no run,9,0,9/1,"McKay to Imrul Kayes, no run",,shorter from McKay and Imrul is back and defending into the on side,1
21,21,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run 136 km/h, this one angles into the left hander and seams away, cracking delivery from McKay!",1st innings,,,3.3,no run,9,0,9/1,"McKay to Imrul Kayes, no run",,"136 km/h, this one angles into the left hander and seams away, cracking delivery from McKay!",1
22,22,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, no run 143 km/h, McKay is shorter and wider and Imrul is beaten for pace as he tries to cut",1st innings,,,3.4,no run,9,0,9/1,"McKay to Imrul Kayes, no run",,"143 km/h, McKay is shorter and wider and Imrul is beaten for pace as he tries to cut",1
23,23,Imrul Kayes,280734,Andy McKay,38005,"McKay to Imrul Kayes, 1 run back of a length from McKay and Imrul gets in behind the line and pushes into mid wicket for a single",1st innings,,,3.5,run,10,1,10/1,"McKay to Imrul Kayes, 1 run",,back of a length from McKay and Imrul gets in behind the line and pushes into mid wicket for a single,1
24,24,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 134 km/h, McKay hits a good channel again and beats Ashraful as he moves back and shapes to play then pulls out of the shot as it goes past the blade of his mongoose bat.",1st innings,Imrul Kayes,280734,4.0,no run,10,0,10/1,"McKay to Mohammad Ashraful, no run",,"134 km/h, McKay hits a good channel again and beats Ashraful as he moves back and shapes to play then pulls out of the shot as it goes past the blade of his mongoose bat.",1
25,25,Imrul Kayes,280734,Daryl Tuffey,38620,"Tuffey to Imrul Kayes, 1 run, OUT ",1st innings,,,4.1,run,11,1,11/2,"Tuffey to Imrul Kayes, 1 run, OUT",,,2
26,26,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run Tuffey attacks off stump and Ashraful is beaten and it takes him on the back leg. A loud appeal from the New Zealanders but given not out by umpire Kettleborough.",1st innings,,,4.2,no run,11,0,11/2,"Tuffey to Mohammad Ashraful, no run",,Tuffey attacks off stump and Ashraful is beaten and it takes him on the back leg. A loud appeal from the New Zealanders but given not out by umpire Kettleborough.,2
27,27,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run clipped awkwardly to square leg",1st innings,,,4.3,no run,11,0,11/2,"Tuffey to Mohammad Ashraful, no run",,clipped awkwardly to square leg,2
28,28,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, 1 run driven off the outside edge to third man to get off the mark",1st innings,,,4.4,run,12,1,12/2,"Tuffey to Mohammad Ashraful, 1 run",,driven off the outside edge to third man to get off the mark,2
29,29,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run Aftab plays inside the line from Tuffey as it is well wide of off stump",1st innings,,,4.5,no run,12,0,12/2,"Tuffey to Aftab Ahmed, no run",,Aftab plays inside the line from Tuffey as it is well wide of off stump,2
30,30,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run Tuffey maintains his line wide of off stump but Aftab decides to play this time and defends to cover",1st innings,Mohammad Ashraful,55988,5.0,no run,12,0,12/2,"Tuffey to Aftab Ahmed, no run",,Tuffey maintains his line wide of off stump but Aftab decides to play this time and defends to cover,2
31,31,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 140 km/h, McKay is fuller this time drawing Ashraful into the drive but he is beaten for pace",1st innings,,,5.1,no run,12,0,12/2,"McKay to Mohammad Ashraful, no run",,"140 km/h, McKay is fuller this time drawing Ashraful into the drive but he is beaten for pace",2
32,32,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 136 km/h, McKay hits a better channel this time and Ashraful leaves on the front foot",1st innings,,,5.2,no run,12,0,12/2,"McKay to Mohammad Ashraful, no run",,"136 km/h, McKay hits a better channel this time and Ashraful leaves on the front foot",2
33,33,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 136 km/h, McKay is back of a length and angling across Ashraful who shapes to cut but watches it go by",1st innings,,,5.3,no run,12,0,12/2,"McKay to Mohammad Ashraful, no run",,"136 km/h, McKay is back of a length and angling across Ashraful who shapes to cut but watches it go by",2
34,34,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 132 km/h, McKay attacks off stump this time and Ashful defends to the on side",1st innings,,,5.4,no run,12,0,12/2,"McKay to Mohammad Ashraful, no run",,"132 km/h, McKay attacks off stump this time and Ashful defends to the on side",2
35,35,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 134 km/h, McKay hits a nice channel again and Ashraful pushes off the front shoe into the covers",1st innings,,,5.5,no run,12,0,12/2,"McKay to Mohammad Ashraful, no run",,"134 km/h, McKay hits a nice channel again and Ashraful pushes off the front shoe into the covers",2
36,35,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, 1 wide 134 km/h, just too wide of off stump",1st innings,,,5.5,wide,13,1,13/2,"McKay to Mohammad Ashraful, 1 wide",,"134 km/h, just too wide of off stump",2
37,36,Mohammad Ashraful,55988,Andy McKay,38005,"McKay to Mohammad Ashraful, no run 134 km/h, McKay bowls a wide yorker this time and Ashraful drives to mid off from the toe of his mongoose.",1st innings,Aftab Ahmed,56266,6.0,no run,13,0,13/2,"McKay to Mohammad Ashraful, no run",,"134 km/h, McKay bowls a wide yorker this time and Ashraful drives to mid off from the toe of his mongoose.",2
38,37,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run played awkwardly to square leg",1st innings,,,6.1,no run,13,0,13/2,"Tuffey to Aftab Ahmed, no run",,played awkwardly to square leg,2
39,38,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run 134 km/h, full and wide of off stump and Aftab leaves it alone outside off",1st innings,,,6.2,no run,13,0,13/2,"Tuffey to Aftab Ahmed, no run",,"134 km/h, full and wide of off stump and Aftab leaves it alone outside off",2
40,39,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run 127 km/h, wide of off stump and Aftab watches it through to McCullum again",1st innings,,,6.3,no run,13,0,13/2,"Tuffey to Aftab Ahmed, no run",,"127 km/h, wide of off stump and Aftab watches it through to McCullum again",2
41,40,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, 1 run angled into the pads and Aftab gets off the mark by clipping him behind square to long leg",1st innings,,,6.4,run,14,1,14/2,"Tuffey to Aftab Ahmed, 1 run",,angled into the pads and Aftab gets off the mark by clipping him behind square to long leg,2
42,41,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run 131 km/h, Tuffey is full and wide and Ashraful looks to square drive but misses",1st innings,,,6.5,no run,14,0,14/2,"Tuffey to Mohammad Ashraful, no run",,"131 km/h, Tuffey is full and wide and Ashraful looks to square drive but misses",2
43,42,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, no run 127 km/h, back of a length and Ashraful plays a neat check drive into the covers and Gutpill is there diving full stretch to prevent a run",1st innings,Aftab Ahmed,56266,7.0,no run,14,0,14/2,"Tuffey to Mohammad Ashraful, no run",,"127 km/h, back of a length and Ashraful plays a neat check drive into the covers and Gutpill is there diving full stretch to prevent a run",2
44,43,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 139 km/h, angled across him and it keeps concerningly low through to the keeper",1st innings,,,7.1,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,"139 km/h, angled across him and it keeps concerningly low through to the keeper",2
45,44,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 142 km/h, McKay attacks the stumps this time and Aftab drives off the outside edge to cover",1st innings,,,7.2,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,"142 km/h, McKay attacks the stumps this time and Aftab drives off the outside edge to cover",2
46,45,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run Aftab pushes into the covers, playing away from his body without any conviction.",1st innings,,,7.3,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,"Aftab pushes into the covers, playing away from his body without any conviction.",2
47,46,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 134 km/h, Aftab punches powerfully to Guptill at cover point who again does well to prevent a run",1st innings,,,7.4,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,"134 km/h, Aftab punches powerfully to Guptill at cover point who again does well to prevent a run",2
48,47,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 137 km/h, McKay bends his back and this one takes off outside off stump and Aftab fends with his top hand and misses",1st innings,,,7.5,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,"137 km/h, McKay bends his back and this one takes off outside off stump and Aftab fends with his top hand and misses",2
49,48,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run pushed unconvincingly to cover",1st innings,Mohammad Ashraful,55988,8.0,no run,14,0,14/2,"McKay to Aftab Ahmed, no run",,pushed unconvincingly to cover,2
50,49,Mohammad Ashraful,55988,Daryl Tuffey,38620,"Tuffey to Mohammad Ashraful, OUT Tuffey hits a good straight channel and Ashraful tries to drive on the up and hits it in the air back to Tuffey who sticks out his big right mit and makes the caught and bowled look very easy indeed!",1st innings,Aftab Ahmed,56266,8.1,out,14,0,14/3,"Tuffey to Mohammad Ashraful, OUT",,Tuffey hits a good straight channel and Ashraful tries to drive on the up and hits it in the air back to Tuffey who sticks out his big right mit and makes the caught and bowled look very easy indeed!,3
51,50,Shakib Al Hasan,56143,Daryl Tuffey,38620,"Tuffey to Shakib Al Hasan, no run good channel from Tuffey to the left hander and Shakib pushes into the covers",1st innings,,,8.2,no run,14,0,14/3,"Tuffey to Shakib Al Hasan, no run",,good channel from Tuffey to the left hander and Shakib pushes into the covers,3
52,51,Shakib Al Hasan,56143,Daryl Tuffey,38620,"Tuffey to Shakib Al Hasan, no run back of a length and Shakib is in behind and pushing back to the bowler",1st innings,,,8.3,no run,14,0,14/3,"Tuffey to Shakib Al Hasan, no run",,back of a length and Shakib is in behind and pushing back to the bowler,3
53,52,Shakib Al Hasan,56143,Daryl Tuffey,38620,"Tuffey to Shakib Al Hasan, no run Tuffey bowls a good length but offers a bit of width and Shakib swings hard outside off and misses",1st innings,,,8.4,no run,14,0,14/3,"Tuffey to Shakib Al Hasan, no run",,Tuffey bowls a good length but offers a bit of width and Shakib swings hard outside off and misses,3
54,53,Shakib Al Hasan,56143,Daryl Tuffey,38620,"Tuffey to Shakib Al Hasan, no run 131 km/h, Tuffey is too straight and Shakib pushes to forward square leg",1st innings,,,8.5,no run,14,0,14/3,"Tuffey to Shakib Al Hasan, no run",,"131 km/h, Tuffey is too straight and Shakib pushes to forward square leg",3
55,54,Shakib Al Hasan,56143,Daryl Tuffey,38620,"Tuffey to Shakib Al Hasan, no run Shakib defends nicely back to the bowler",1st innings,Aftab Ahmed,56266,9.0,no run,14,0,14/3,"Tuffey to Shakib Al Hasan, no run",,Shakib defends nicely back to the bowler,3
56,55,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 139 km/h, Aftab pushes to mid off",1st innings,,,9.1,no run,14,0,14/3,"McKay to Aftab Ahmed, no run",,"139 km/h, Aftab pushes to mid off",3
57,56,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 139 km/h, angles across Aftab again and he pushes off the middle of the bat to extra cover",1st innings,,,9.2,no run,14,0,14/3,"McKay to Aftab Ahmed, no run",,"139 km/h, angles across Aftab again and he pushes off the middle of the bat to extra cover",3
58,57,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run angled across Aftab again and he hangs on the crease and dangles the bat at the ball but misses",1st innings,,,9.3,no run,14,0,14/3,"McKay to Aftab Ahmed, no run",,angled across Aftab again and he hangs on the crease and dangles the bat at the ball but misses,3
59,58,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, 1 run 114km/h, slower ball from McKay and it's a yorker which Aftab digs out to third man",1st innings,,,9.4,run,15,1,15/3,"McKay to Aftab Ahmed, 1 run",,"114km/h, slower ball from McKay and it's a yorker which Aftab digs out to third man",3
60,59,Shakib Al Hasan,56143,Andy McKay,38005,"McKay to Shakib Al Hasan, no run angled down the leg side and it must've taken the thigh pad as it's not called wide",1st innings,,,9.5,no run,15,0,15/3,"McKay to Shakib Al Hasan, no run",,angled down the leg side and it must've taken the thigh pad as it's not called wide,3
61,60,Shakib Al Hasan,56143,Andy McKay,38005,"McKay to Shakib Al Hasan, no run 142 km/h, McKay attacks the stumps again and Shakib drives to cover",1st innings,Aftab Ahmed,56266,10.0,no run,15,0,15/3,"McKay to Shakib Al Hasan, no run",,"142 km/h, McKay attacks the stumps again and Shakib drives to cover",3
62,61,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, FOUR runs Tuffey drops a fraction short and angled into the pads and Aftab pulls nicely over backward square for four",1st innings,,,10.1,four,19,4,19/3,"Tuffey to Aftab Ahmed, FOUR runs",,Tuffey drops a fraction short and angled into the pads and Aftab pulls nicely over backward square for four,3
63,62,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run good channel from Tuffey and he leabes it alone outside off and it clips his back pad. New Zealand appeal but it's definitely not out",1st innings,,,10.2,no run,19,0,19/3,"Tuffey to Aftab Ahmed, no run",,good channel from Tuffey and he leabes it alone outside off and it clips his back pad. New Zealand appeal but it's definitely not out,3
64,63,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run 131 km/h, good channel and Aftab allows it through to the keeper",1st innings,,,10.3,no run,19,0,19/3,"Tuffey to Aftab Ahmed, no run",,"131 km/h, good channel and Aftab allows it through to the keeper",3
65,64,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run 126 km/h, Tuffey attacks off stump and Aftab defends strongly into the off side",1st innings,,,10.4,no run,19,0,19/3,"Tuffey to Aftab Ahmed, no run",,"126 km/h, Tuffey attacks off stump and Aftab defends strongly into the off side",3
66,65,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, no run 131 km/h, good channel again from Tuffey and Aftab tries to cut but misses",1st innings,,,10.5,no run,19,0,19/3,"Tuffey to Aftab Ahmed, no run",,"131 km/h, good channel again from Tuffey and Aftab tries to cut but misses",3
67,66,Aftab Ahmed,56266,Daryl Tuffey,38620,"Tuffey to Aftab Ahmed, FOUR runs Aftab clips it fine off leg stump and it's too fine for Butler to stop it crossing the rope.",1st innings,Shakib Al Hasan,56143,11.0,four,23,4,23/3,"Tuffey to Aftab Ahmed, FOUR runs",,Aftab clips it fine off leg stump and it's too fine for Butler to stop it crossing the rope.,3
68,67,Shakib Al Hasan,56143,Andy McKay,38005,"McKay to Shakib Al Hasan, OUT 142 km/h, McKay strikes again and it's swing that does it again as this one hoops back into Shakib who is slightly off balance trying to drive into the off side, he gets an inside edge back onto pad and then onto the stumps",1st innings,Aftab Ahmed,56266,11.1,out,23,0,23/4,"McKay to Shakib Al Hasan, OUT",,"142 km/h, McKay strikes again and it's swing that does it again as this one hoops back into Shakib who is slightly off balance trying to drive into the off side, he gets an inside edge back onto pad and then onto the stumps",4
69,68,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, 1 run 139 km/h, McKay hits a good channel around off stump and Mushfiq is underway from his first ball by playing with soft hands to third man",1st innings,,,11.2,run,24,1,24/4,"McKay to Mushfiqur Rahim, 1 run",,"139 km/h, McKay hits a good channel around off stump and Mushfiq is underway from his first ball by playing with soft hands to third man",4
70,69,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 141 km/h, full and Aftab drives back to the bowler",1st innings,,,11.3,no run,24,0,24/4,"McKay to Aftab Ahmed, no run",,"141 km/h, full and Aftab drives back to the bowler",4
71,70,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 139 km/h, back of a length and Aftab punches into the off side off the back foot",1st innings,,,11.4,no run,24,0,24/4,"McKay to Aftab Ahmed, no run",,"139 km/h, back of a length and Aftab punches into the off side off the back foot",4
72,71,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 116 km/h, slower ball which takes off and Aftab is beaten outside off stump on the back foot",1st innings,,,11.5,no run,24,0,24/4,"McKay to Aftab Ahmed, no run",,"116 km/h, slower ball which takes off and Aftab is beaten outside off stump on the back foot",4
73,72,Aftab Ahmed,56266,Andy McKay,38005,"McKay to Aftab Ahmed, no run 138 km/h, fuller this time and Aftab drives to Guptill at point",1st innings,Mushfiqur Rahim,56029,12.0,no run,24,0,24/4,"McKay to Aftab Ahmed, no run",,"138 km/h, fuller this time and Aftab drives to Guptill at point",4
74,73,Mushfiqur Rahim,56029,Ian Butler,36331,"Butler to Mushfiqur Rahim, 1 run angled into leg stump and Mushfiq plays it nicely behind square. They look for two but settle for the single.",1st innings,,,12.1,run,25,1,25/4,"Butler to Mushfiqur Rahim, 1 run",,angled into leg stump and Mushfiq plays it nicely behind square. They look for two but settle for the single.,4
75,74,Aftab Ahmed,56266,Ian Butler,36331,"Butler to Aftab Ahmed, OUT full and wide and Aftab drives but gets an outside edge and it carries through low to McCullum who takes a handy catch",1st innings,Mushfiqur Rahim,56029,12.2,out,25,0,25/5,"Butler to Aftab Ahmed, OUT",,full and wide and Aftab drives but gets an outside edge and it carries through low to McCullum who takes a handy catch,5
76,75,Mahmudullah,56025,Ian Butler,36331,"Butler to Mahmudullah, no run 133 km/h, back of a length and played into the leg side",1st innings,,,12.3,no run,25,0,25/5,"Butler to Mahmudullah, no run",,"133 km/h, back of a length and played into the leg side",5
77,76,Mahmudullah,56025,Ian Butler,36331,"Butler to Mahmudullah, no run allowed through to the keeper outside off",1st innings,,,12.4,no run,25,0,25/5,"Butler to Mahmudullah, no run",,allowed through to the keeper outside off,5
78,77,Mahmudullah,56025,Ian Butler,36331,"Butler to Mahmudullah, no run back of a length and pushed back to the bowler",1st innings,,,12.5,no run,25,0,25/5,"Butler to Mahmudullah, no run",,back of a length and pushed back to the bowler,5
79,78,Mahmudullah,56025,Ian Butler,36331,"Butler to Mahmudullah, no run full and Mahmud pushes to cover",1st innings,Mushfiqur Rahim,56029,13.0,no run,25,0,25/5,"Butler to Mahmudullah, no run",,full and Mahmud pushes to cover,5
80,79,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run 138 km/h, Mushfiq is beaten outside off stump by a good delivery angling across",1st innings,,,13.1,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,"138 km/h, Mushfiq is beaten outside off stump by a good delivery angling across",5
81,80,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run 141 km/h, Mushfiq is half forward and pushing into the gully",1st innings,,,13.2,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,"141 km/h, Mushfiq is half forward and pushing into the gully",5
82,81,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run 120 km/h, back of a length slower ball and Mushfiq plays inside the line",1st innings,,,13.3,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,"120 km/h, back of a length slower ball and Mushfiq plays inside the line",5
83,82,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run 138 km/h, fullish and angled across the batsman and Mushfiq watches it go through to McCullum",1st innings,,,13.4,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,"138 km/h, fullish and angled across the batsman and Mushfiq watches it go through to McCullum",5
84,83,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run yorker pushed back to the bowler",1st innings,,,13.5,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,yorker pushed back to the bowler,5
85,84,Mushfiqur Rahim,56029,Andy McKay,38005,"McKay to Mushfiqur Rahim, no run 132 km/h, angled across the right hander again and left alone by the batsman",1st innings,Mahmudullah,56025,14.0,no run,25,0,25/5,"McKay to Mushfiqur Rahim, no run",,"132 km/h, angled across the right hander again and left alone by the batsman",5
