,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
10,9,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, FOUR runs cut away behind point for four",1st innings,,,1.3,four,17,4,17/1,"Mudassar Bukhari to Junaid Siddique, FOUR runs",,cut away behind point for four,1
11,10,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, FOUR runs too short for the bowler and he cuts away hard again",1st innings,,,1.4,four,21,4,21/1,"Mudassar Bukhari to Junaid Siddique, FOUR runs",,too short for the bowler and he cuts away hard again,1
12,11,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, 2 runs flicked in front of square leg for two",1st innings,,,1.5,run,23,2,23/1,"Mudassar Bukhari to Junaid Siddique, 2 runs",,flicked in front of square leg for two,1
13,12,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, no run hit hard to the cover fielder",1st innings,Imrul Kayes,280734,2.0,no run,23,0,23/1,"Mudassar Bukhari to Junaid Siddique, no run",,hit hard to the cover fielder,1
14,13,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 1 run finds the gap between cover and point for a single",1st innings,,,2.1,run,24,1,24/1,"Borren to Imrul Kayes, 1 run",,finds the gap between cover and point for a single,1
15,14,Junaid Siddique,55946,Peter Borren,36592,"Borren to Junaid Siddique, no run blocked away to mid-on",1st innings,,,2.2,no run,24,0,24/1,"Borren to Junaid Siddique, no run",,blocked away to mid-on,1
16,15,Junaid Siddique,55946,Peter Borren,36592,"Borren to Junaid Siddique, FOUR runs too short and pulled away over the leg-side fielders for four more",1st innings,,,2.3,four,28,4,28/1,"Borren to Junaid Siddique, FOUR runs",,too short and pulled away over the leg-side fielders for four more,1
17,16,Junaid Siddique,55946,Peter Borren,36592,"Borren to Junaid Siddique, 1 run tapped in to the gap at midwicket",1st innings,,,2.4,run,29,1,29/1,"Borren to Junaid Siddique, 1 run",,tapped in to the gap at midwicket,1
18,17,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run blocked back to the bowler",1st innings,,,2.5,no run,29,0,29/1,"Borren to Imrul Kayes, no run",,blocked back to the bowler,1
19,18,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run defends again",1st innings,Junaid Siddique,55946,3.0,no run,29,0,29/1,"Borren to Imrul Kayes, no run",,defends again,1
20,19,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 1 run outside edge to third man",1st innings,,,3.1,run,30,1,30/1,"Jonkman to Junaid Siddique, 1 run",,outside edge to third man,1
21,20,Imrul Kayes,280734,Mark Jonkman,245397,"Jonkman to Imrul Kayes, 1 run cut away down to third man",1st innings,,,3.2,run,31,1,31/1,"Jonkman to Imrul Kayes, 1 run",,cut away down to third man,1
22,21,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 1 run flicked away through midwicket",1st innings,,,3.3,run,32,1,32/1,"Jonkman to Junaid Siddique, 1 run",,flicked away through midwicket,1
23,22,Imrul Kayes,280734,Mark Jonkman,245397,"Jonkman to Imrul Kayes, 1 run cut away behind point",1st innings,,,3.4,run,33,1,33/1,"Jonkman to Imrul Kayes, 1 run",,cut away behind point,1
24,23,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 1 run flicked off his legs for one",1st innings,,,3.5,run,34,1,34/1,"Jonkman to Junaid Siddique, 1 run",,flicked off his legs for one,1
25,24,Imrul Kayes,280734,Mark Jonkman,245397,"Jonkman to Imrul Kayes, 1 leg bye off the pads to square leg",1st innings,Junaid Siddique,55946,4.0,leg bye,35,1,35/1,"Jonkman to Imrul Kayes, 1 leg bye",,off the pads to square leg,1
26,25,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run blocked on the front foot",1st innings,,,4.1,no run,35,0,35/1,"Borren to Imrul Kayes, no run",,blocked on the front foot,1
27,26,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run defended in to the leg-side",1st innings,,,4.2,no run,35,0,35/1,"Borren to Imrul Kayes, no run",,defended in to the leg-side,1
28,27,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run misses with the leg glance",1st innings,,,4.3,no run,35,0,35/1,"Borren to Imrul Kayes, no run",,misses with the leg glance,1
29,28,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 1 run prod and run to short cover, early intent from Bangladesh in this limited overs game",1st innings,,,4.4,run,36,1,36/1,"Borren to Imrul Kayes, 1 run",,"prod and run to short cover, early intent from Bangladesh in this limited overs game",1
30,29,Junaid Siddique,55946,Peter Borren,36592,"Borren to Junaid Siddique, 1 run single past midwicket",1st innings,,,4.5,run,37,1,37/1,"Borren to Junaid Siddique, 1 run",,single past midwicket,1
31,30,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run blocked back to the bowler",1st innings,Junaid Siddique,55946,5.0,no run,37,0,37/1,"Borren to Imrul Kayes, no run",,blocked back to the bowler,1
32,31,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, FOUR runs too short and pulled away for four",1st innings,,,5.1,four,41,4,41/1,"Jonkman to Junaid Siddique, FOUR runs",,too short and pulled away for four,1
33,32,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 1 run chip and run to point who can't hit with the throw",1st innings,,,5.2,run,42,1,42/1,"Jonkman to Junaid Siddique, 1 run",,chip and run to point who can't hit with the throw,1
34,33,Imrul Kayes,280734,Mark Jonkman,245397,"Jonkman to Imrul Kayes, 3 runs drives through the covers, hit in to the ground but it finds the gap, quick running for three",1st innings,,,5.3,run,45,3,45/1,"Jonkman to Imrul Kayes, 3 runs",,"drives through the covers, hit in to the ground but it finds the gap, quick running for three",1
35,34,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 2 runs slower and shorter pulled away for a couple",1st innings,,,5.4,run,47,2,47/1,"Jonkman to Junaid Siddique, 2 runs",,slower and shorter pulled away for a couple,1
36,35,Junaid Siddique,55946,Mark Jonkman,245397,"Jonkman to Junaid Siddique, 3 runs drives on the up through the covers and horrible timing, it drops between the fielders through and he gets away with it",1st innings,,,5.5,run,50,3,50/1,"Jonkman to Junaid Siddique, 3 runs",,"drives on the up through the covers and horrible timing, it drops between the fielders through and he gets away with it",1
37,36,Imrul Kayes,280734,Mark Jonkman,245397,"Jonkman to Imrul Kayes, no run shorter ball and he can't connect this time",1st innings,Junaid Siddique,55946,6.0,no run,50,0,50/1,"Jonkman to Imrul Kayes, no run",,shorter ball and he can't connect this time,1
38,37,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, 2 runs flicked through midwicket for two",1st innings,,,6.1,run,52,2,52/1,"Mudassar Bukhari to Junaid Siddique, 2 runs",,flicked through midwicket for two,1
39,38,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, no run blocked to mid-off",1st innings,,,6.2,no run,52,0,52/1,"Mudassar Bukhari to Junaid Siddique, no run",,blocked to mid-off,1
40,39,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, no run drives back to the bowler",1st innings,,,6.3,no run,52,0,52/1,"Mudassar Bukhari to Junaid Siddique, no run",,drives back to the bowler,1
41,40,Junaid Siddique,55946,Mudassar Bukhari,245166,"Mudassar Bukhari to Junaid Siddique, OUT goes for the pull shot off the shorter ball but can only sky the ball straight up in the air, and Buurman put's a name on it to take an easy catch with the gloves",1st innings,Imrul Kayes,280734,6.4,out,52,0,52/2,"Mudassar Bukhari to Junaid Siddique, OUT",,"goes for the pull shot off the shorter ball but can only sky the ball straight up in the air, and Buurman put's a name on it to take an easy catch with the gloves",2
42,41,Imrul Kayes,280734,Mudassar Bukhari,245166,"Mudassar Bukhari to Imrul Kayes, no run blocked back to the bowler",1st innings,,,6.5,no run,52,0,52/2,"Mudassar Bukhari to Imrul Kayes, no run",,blocked back to the bowler,2
43,42,Imrul Kayes,280734,Mudassar Bukhari,245166,"Mudassar Bukhari to Imrul Kayes, FOUR runs gets a little edge which evades the keeper and races away fine to the rope",1st innings,Jahurul Islam,55944,7.0,four,56,4,56/2,"Mudassar Bukhari to Imrul Kayes, FOUR runs",,gets a little edge which evades the keeper and races away fine to the rope,2
44,43,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, no run pace beats the edge of the bat",1st innings,,,7.1,no run,56,0,56/2,"Kruger to Jahurul Islam, no run",,pace beats the edge of the bat,2
45,44,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, no run hit hard back at the bowler",1st innings,,,7.2,no run,56,0,56/2,"Kruger to Jahurul Islam, no run",,hit hard back at the bowler,2
46,45,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, no run blocked to cover",1st innings,,,7.3,no run,56,0,56/2,"Kruger to Jahurul Islam, no run",,blocked to cover,2
47,46,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, FOUR runs hit hard under the bowler and away for four",1st innings,,,7.4,four,60,4,60/2,"Kruger to Jahurul Islam, FOUR runs",,hit hard under the bowler and away for four,2
48,47,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, FOUR runs carves the ball high over point for a one bounce four",1st innings,,,7.5,four,64,4,64/2,"Kruger to Jahurul Islam, FOUR runs",,carves the ball high over point for a one bounce four,2
49,47,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, 1 wide too far outside off and a good take from the keeper",1st innings,,,7.5,wide,65,1,65/2,"Kruger to Jahurul Islam, 1 wide",,too far outside off and a good take from the keeper,2
50,48,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, 1 run cut away down to third man",1st innings,Imrul Kayes,280734,8.0,run,66,1,66/2,"Kruger to Jahurul Islam, 1 run",,cut away down to third man,2
51,49,Jahurul Islam,55944,Mudassar Bukhari,245166,"Mudassar Bukhari to Jahurul Islam, 1 run blocked away to the off-side and deep point fields",1st innings,,,8.1,run,67,1,67/2,"Mudassar Bukhari to Jahurul Islam, 1 run",,blocked away to the off-side and deep point fields,2
52,50,Imrul Kayes,280734,Mudassar Bukhari,245166,"Mudassar Bukhari to Imrul Kayes, 1 run cut to the side of point for an easy single",1st innings,,,8.2,run,68,1,68/2,"Mudassar Bukhari to Imrul Kayes, 1 run",,cut to the side of point for an easy single,2
53,51,Jahurul Islam,55944,Mudassar Bukhari,245166,"Mudassar Bukhari to Jahurul Islam, no run blocked straight to the fielder this time",1st innings,,,8.3,no run,68,0,68/2,"Mudassar Bukhari to Jahurul Islam, no run",,blocked straight to the fielder this time,2
54,52,Jahurul Islam,55944,Mudassar Bukhari,245166,"Mudassar Bukhari to Jahurul Islam, no run patted back down the wicket and he gets forward to the ball",1st innings,,,8.4,no run,68,0,68/2,"Mudassar Bukhari to Jahurul Islam, no run",,patted back down the wicket and he gets forward to the ball,2
55,53,Jahurul Islam,55944,Mudassar Bukhari,245166,"Mudassar Bukhari to Jahurul Islam, 1 run flicked behind square for one",1st innings,,,8.5,run,69,1,69/2,"Mudassar Bukhari to Jahurul Islam, 1 run",,flicked behind square for one,2
56,54,Imrul Kayes,280734,Mudassar Bukhari,245166,"Mudassar Bukhari to Imrul Kayes, no run good bounce and a big swing and a miss outside off looking to cut",1st innings,Jahurul Islam,55944,9.0,no run,69,0,69/2,"Mudassar Bukhari to Imrul Kayes, no run",,good bounce and a big swing and a miss outside off looking to cut,2
57,55,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, 1 run quick single in to the leg-side",1st innings,,,9.1,run,70,1,70/2,"Kruger to Jahurul Islam, 1 run",,quick single in to the leg-side,2
58,56,Imrul Kayes,280734,Bradley Kruger,297517,"Kruger to Imrul Kayes, 1 run inside edge runs away to square leg",1st innings,,,9.2,run,71,1,71/2,"Kruger to Imrul Kayes, 1 run",,inside edge runs away to square leg,2
59,57,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, 2 runs finds the gap in the off-side and they take a quick second against the throw",1st innings,,,9.3,run,73,2,73/2,"Kruger to Jahurul Islam, 2 runs",,finds the gap in the off-side and they take a quick second against the throw,2
60,58,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, no run a wild swing outside off but he can't connect",1st innings,,,9.4,no run,73,0,73/2,"Kruger to Jahurul Islam, no run",,a wild swing outside off but he can't connect,2
61,59,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, FOUR runs too straight on his pads, flicked away over square leg and two bounces in to the ad boards",1st innings,,,9.5,four,77,4,77/2,"Kruger to Jahurul Islam, FOUR runs",,"too straight on his pads, flicked away over square leg and two bounces in to the ad boards",2
62,60,Jahurul Islam,55944,Bradley Kruger,297517,"Kruger to Jahurul Islam, 1 run cut away to deep cover off the back foot",1st innings,Imrul Kayes,280734,10.0,run,78,1,78/2,"Kruger to Jahurul Islam, 1 run",,cut away to deep cover off the back foot,2
63,61,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, no run misses with the drive, the ball doesn't turn as the keeper whips off the bails",1st innings,,,10.1,no run,78,0,78/2,"Adeel Raja to Jahurul Islam, no run",,"misses with the drive, the ball doesn't turn as the keeper whips off the bails",2
64,62,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run chipped to midwicket",1st innings,,,10.2,run,79,1,79/2,"Adeel Raja to Jahurul Islam, 1 run",,chipped to midwicket,2
65,63,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, no run fuller ball dug away down the track",1st innings,,,10.3,no run,79,0,79/2,"Adeel Raja to Imrul Kayes, no run",,fuller ball dug away down the track,2
66,64,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, 1 run drives hard at cover who can't field on the bounce",1st innings,,,10.4,run,80,1,80/2,"Adeel Raja to Imrul Kayes, 1 run",,drives hard at cover who can't field on the bounce,2
67,65,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, FOUR runs skips down the track and hit hard along the ground, the fielder from long-off comes round and jumps over the ball in a piece of shocking fielding",1st innings,,,10.5,four,84,4,84/2,"Adeel Raja to Jahurul Islam, FOUR runs",,"skips down the track and hit hard along the ground, the fielder from long-off comes round and jumps over the ball in a piece of shocking fielding",2
68,66,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run flicked to point for a single",1st innings,Imrul Kayes,280734,11.0,run,85,1,85/2,"Adeel Raja to Jahurul Islam, 1 run",,flicked to point for a single,2
69,67,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 1 run easy single to deep cover",1st innings,,,11.1,run,86,1,86/2,"Borren to Jahurul Islam, 1 run",,easy single to deep cover,2
70,68,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run straight drive but only manages to hit Jahurul on the gloves at the other end",1st innings,,,11.2,no run,86,0,86/2,"Borren to Imrul Kayes, no run",,straight drive but only manages to hit Jahurul on the gloves at the other end,2
71,69,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 2 runs bottom edge runs away fine for a couple",1st innings,,,11.3,run,88,2,88/2,"Borren to Imrul Kayes, 2 runs",,bottom edge runs away fine for a couple,2
72,70,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run blocked to short cover",1st innings,,,11.4,no run,88,0,88/2,"Borren to Imrul Kayes, no run",,blocked to short cover,2
73,71,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 1 run down the ground to long-on",1st innings,,,11.5,run,89,1,89/2,"Borren to Imrul Kayes, 1 run",,down the ground to long-on,2
74,72,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 2 runs cut away down to third man",1st innings,Imrul Kayes,280734,12.0,run,91,2,91/2,"Borren to Jahurul Islam, 2 runs",,cut away down to third man,2
75,73,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, FOUR runs sweeps on the front foot through square leg ",1st innings,,,12.1,four,95,4,95/2,"Adeel Raja to Imrul Kayes, FOUR runs",,sweeps on the front foot through square leg ,2
76,74,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, no run blocked back to the bowler",1st innings,,,12.2,no run,95,0,95/2,"Adeel Raja to Imrul Kayes, no run",,blocked back to the bowler,2
77,75,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, no run prodded to point",1st innings,,,12.3,no run,95,0,95/2,"Adeel Raja to Imrul Kayes, no run",,prodded to point,2
78,76,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, FOUR runs cheeky reverse sweep beats short fine leg and that's four",1st innings,,,12.4,four,99,4,99/2,"Adeel Raja to Imrul Kayes, FOUR runs",,cheeky reverse sweep beats short fine leg and that's four,2
79,77,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, 1 run chip and run wide of midwicket",1st innings,,,12.5,run,100,1,100/2,"Adeel Raja to Imrul Kayes, 1 run",,chip and run wide of midwicket,2
80,78,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run down the track and works the ball away to long-on",1st innings,Imrul Kayes,280734,13.0,run,102,1,102/2,"Adeel Raja to Jahurul Islam, 1 run",,down the track and works the ball away to long-on,2
81,79,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run back to the bowler",1st innings,,,13.1,no run,102,0,102/2,"Borren to Jahurul Islam, no run",,back to the bowler,2
82,80,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run drives at the cover fielder",1st innings,,,13.2,no run,102,0,102/2,"Borren to Jahurul Islam, no run",,drives at the cover fielder,2
83,81,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 1 run too wide and short as he cuts the ball away hard, the fielder at point got a great ahnd on the ball to save four",1st innings,,,13.3,run,103,1,103/2,"Borren to Jahurul Islam, 1 run",,"too wide and short as he cuts the ball away hard, the fielder at point got a great ahnd on the ball to save four",2
84,82,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 2 runs chipped in the air wide of long-n for a couple",1st innings,,,13.4,run,105,2,105/2,"Borren to Imrul Kayes, 2 runs",,chipped in the air wide of long-n for a couple,2
85,83,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, SIX runs gets down on one knee to swing across the line and he connects well! The ball flies high and out of the ground on to the roof of the school next door. Massive hit and new balls please",1st innings,,,13.5,six,111,6,111/2,"Borren to Imrul Kayes, SIX runs",,gets down on one knee to swing across the line and he connects well! The ball flies high and out of the ground on to the roof of the school next door. Massive hit and new balls please,2
86,84,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, no run tapped back to the bowler",1st innings,Jahurul Islam,55944,14.0,no run,111,0,111/2,"Borren to Imrul Kayes, no run",,tapped back to the bowler,2
87,85,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run down the ground to long-off",1st innings,,,14.1,run,112,1,112/2,"Adeel Raja to Jahurul Islam, 1 run",,down the ground to long-off,2
88,86,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, FOUR runs full toss and he gets down low to reverse paddle to ball around the corner. Borren sprints after it but he can't stop wih a full length dive",1st innings,,,14.2,four,116,4,116/2,"Adeel Raja to Imrul Kayes, FOUR runs",,full toss and he gets down low to reverse paddle to ball around the corner. Borren sprints after it but he can't stop wih a full length dive,2
89,87,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, no run blocked to cover",1st innings,,,14.3,no run,116,0,116/2,"Adeel Raja to Imrul Kayes, no run",,blocked to cover,2
90,88,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, 1 run cut to deep point for one",1st innings,,,14.4,run,117,1,117/2,"Adeel Raja to Imrul Kayes, 1 run",,cut to deep point for one,2
91,89,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, no run fuller ball and he comes down the track to yorker himself",1st innings,,,14.5,no run,117,0,117/2,"Adeel Raja to Jahurul Islam, no run",,fuller ball and he comes down the track to yorker himself,2
92,90,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run down the track and a big swing, along the ground to midwicket who throws at the stumps and misses, one overthrow",1st innings,Imrul Kayes,280734,15.0,run,118,1,118/2,"Adeel Raja to Jahurul Islam, 1 run",,"down the track and a big swing, along the ground to midwicket who throws at the stumps and misses, one overthrow",2
93,91,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 1 run fuller ball drives down to long-off",1st innings,,,15.1,run,119,1,119/2,"Borren to Jahurul Islam, 1 run",,fuller ball drives down to long-off,2
94,92,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 1 leg bye off the pads to the gap at point",1st innings,,,15.2,leg bye,120,1,120/2,"Borren to Imrul Kayes, 1 leg bye",,off the pads to the gap at point,2
95,93,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 1 run clipped behind point for one",1st innings,,,15.3,run,121,1,121/2,"Borren to Jahurul Islam, 1 run",,clipped behind point for one,2
96,94,Imrul Kayes,280734,Peter Borren,36592,"Borren to Imrul Kayes, 1 run into the gap at midwicket, score ticking over with ease",1st innings,,,15.4,run,122,1,122/2,"Borren to Imrul Kayes, 1 run",,"into the gap at midwicket, score ticking over with ease",2
97,95,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 2 runs top edge spoons over the keeper as he looks to go leg-side, they run two",1st innings,,,15.5,run,124,2,124/2,"Borren to Jahurul Islam, 2 runs",,"top edge spoons over the keeper as he looks to go leg-side, they run two",2
98,96,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, 1 run quick single to short fine leg, these two are rapid between the wickets",1st innings,Imrul Kayes,280734,16.0,run,125,1,125/2,"Borren to Jahurul Islam, 1 run",,"quick single to short fine leg, these two are rapid between the wickets",2
99,97,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 2 runs down the track and works the ball short of cow corner",1st innings,,,16.1,run,127,2,127/2,"Adeel Raja to Jahurul Islam, 2 runs",,down the track and works the ball short of cow corner,2
100,98,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run hit hard along the ground to long-on",1st innings,,,16.2,run,128,1,128/2,"Adeel Raja to Jahurul Islam, 1 run",,hit hard along the ground to long-on,2
101,99,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, 1 run push and run in to the covers",1st innings,,,16.3,run,129,1,129/2,"Adeel Raja to Imrul Kayes, 1 run",,push and run in to the covers,2
102,100,Jahurul Islam,55944,Adeel Raja,24978,"Adeel Raja to Jahurul Islam, 1 run eased past the bowler to long-on",1st innings,,,16.4,run,130,1,130/2,"Adeel Raja to Jahurul Islam, 1 run",,eased past the bowler to long-on,2
103,101,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, no run blocked away to point of the fuller ball",1st innings,,,16.5,no run,130,0,130/2,"Adeel Raja to Imrul Kayes, no run",,blocked away to point of the fuller ball,2
104,102,Imrul Kayes,280734,Adeel Raja,24978,"Adeel Raja to Imrul Kayes, 2 runs worked towards deep cover again, it's a big boundary and they take two before he can throw the ball in",1st innings,Jahurul Islam,55944,17.0,run,132,2,132/2,"Adeel Raja to Imrul Kayes, 2 runs",,"worked towards deep cover again, it's a big boundary and they take two before he can throw the ball in",2
105,103,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run inside edge to mid-on",1st innings,,,17.1,no run,132,0,132/2,"Borren to Jahurul Islam, no run",,inside edge to mid-on,2
106,104,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run tapped away to cover",1st innings,,,17.2,no run,132,0,132/2,"Borren to Jahurul Islam, no run",,tapped away to cover,2
107,105,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run blocked away to point",1st innings,,,17.3,no run,132,0,132/2,"Borren to Jahurul Islam, no run",,blocked away to point,2
108,106,Jahurul Islam,55944,Peter Borren,36592,"Borren to Jahurul Islam, no run shorter ball defended on the back foot",1st innings,,,17.4,no run,132,0,132/2,"Borren to Jahurul Islam, no run",,shorter ball defended on the back foot,2
