,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
20,21,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run ",1st innings,,,3.3,no run,2,0,2/0,"Adeel Raja to Stirling, no run",,,0
21,22,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run ",1st innings,,,3.4,no run,2,0,2/0,"Adeel Raja to Stirling, no run",,,0
22,23,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run ",1st innings,,,3.5,no run,2,0,2/0,"Adeel Raja to Stirling, no run",,,0
23,24,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run ",1st innings,Andy Balbirnie,303423,4.0,no run,2,0,2/0,"Adeel Raja to Stirling, no run",,,0
24,25,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run ",1st innings,,,4.1,no run,2,0,2/0,"Jonkman to Stirling, no run",,,0
25,26,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, FOUR runs ",1st innings,,,4.2,four,6,4,6/0,"Jonkman to Stirling, FOUR runs",,,0
26,27,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 1 run ",1st innings,,,4.3,run,7,1,7/0,"Jonkman to Stirling, 1 run",,,0
27,28,Andy Balbirnie,303423,Mark Jonkman,245397,"Jonkman to Balbirnie, 1 run ",1st innings,,,4.4,run,8,1,8/0,"Jonkman to Balbirnie, 1 run",,,0
28,29,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run ",1st innings,,,4.5,no run,8,0,8/0,"Jonkman to Stirling, no run",,,0
29,30,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run ",1st innings,Andy Balbirnie,303423,5.0,no run,8,0,8/0,"Jonkman to Stirling, no run",,,0
30,31,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run comes forward and pushes it to cover",1st innings,,,5.1,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,comes forward and pushes it to cover,0
31,32,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run comes forward and tucks it to square leg",1st innings,,,5.2,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,comes forward and tucks it to square leg,0
32,33,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run comes forward and pushes it to midwicket",1st innings,,,5.3,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,comes forward and pushes it to midwicket,0
33,34,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run outside the off stump. Balbirnie stays rooted and defends it to cover",1st innings,,,5.4,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,outside the off stump. Balbirnie stays rooted and defends it to cover,0
34,35,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run off the pads to midwicket",1st innings,,,5.5,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,off the pads to midwicket,0
35,36,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run comes forward to a length ball and defends it to cover",1st innings,Paul Stirling,303427,6.0,no run,8,0,8/0,"Adeel Raja to Balbirnie, no run",,comes forward to a length ball and defends it to cover,0
36,37,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run runs it down to third man for a single",1st innings,,,6.1,run,9,1,9/0,"Mudassar Bukhari to Stirling, 1 run",,runs it down to third man for a single,0
37,38,Andy Balbirnie,303423,Mudassar Bukhari,245166,"Mudassar Bukhari to Balbirnie, 1 run pushes it to midwicket for a single",1st innings,,,6.2,run,10,1,10/0,"Mudassar Bukhari to Balbirnie, 1 run",,pushes it to midwicket for a single,0
38,39,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run runs it down to third man for a single",1st innings,,,6.3,run,11,1,11/0,"Mudassar Bukhari to Stirling, 1 run",,runs it down to third man for a single,0
39,40,Andy Balbirnie,303423,Mudassar Bukhari,245166,"Mudassar Bukhari to Balbirnie, 1 run comes forward and pushes it to midwicket for a single",1st innings,,,6.4,run,12,1,12/0,"Mudassar Bukhari to Balbirnie, 1 run",,comes forward and pushes it to midwicket for a single,0
40,41,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run opens the face of the bat to third man for a single",1st innings,,,6.5,run,13,1,13/0,"Mudassar Bukhari to Stirling, 1 run",,opens the face of the bat to third man for a single,0
41,42,Andy Balbirnie,303423,Mudassar Bukhari,245166,"Mudassar Bukhari to Balbirnie, 1 run comes forward and drives it to cover for a single",1st innings,Paul Stirling,303427,7.0,run,14,1,14/0,"Mudassar Bukhari to Balbirnie, 1 run",,comes forward and drives it to cover for a single,0
42,43,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, no run comes forward and pushes it to mid-on",1st innings,,,7.1,no run,14,0,14/0,"Adeel Raja to Balbirnie, no run",,comes forward and pushes it to mid-on,0
43,44,Andy Balbirnie,303423,Adeel Raja,24978,"Adeel Raja to Balbirnie, OUT and thats a sensational low catch at short midwicket by Zuiderant and Balbirnie who flicked it is stunned to go back",1st innings,Paul Stirling,303427,7.2,out,14,0,14/1,"Adeel Raja to Balbirnie, OUT",,and thats a sensational low catch at short midwicket by Zuiderant and Balbirnie who flicked it is stunned to go back,1
44,44,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, 1 wide wide down the leg stump",1st innings,,,7.2,wide,15,1,15/1,"Adeel Raja to Hall, 1 wide",,wide down the leg stump,1
45,45,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and defends it back to the bowler",1st innings,,,7.3,no run,15,0,15/1,"Adeel Raja to Hall, no run",,comes forward and defends it back to the bowler,1
46,46,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and drives it to mid-off",1st innings,,,7.4,no run,15,0,15/1,"Adeel Raja to Hall, no run",,comes forward and drives it to mid-off,1
47,46,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, 1 wide wide outside the leg stump again",1st innings,,,7.4,wide,16,1,16/1,"Adeel Raja to Hall, 1 wide",,wide outside the leg stump again,1
48,47,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and pushes it to midwicket",1st innings,,,7.5,no run,16,0,16/1,"Adeel Raja to Hall, no run",,comes forward and pushes it to midwicket,1
49,48,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and defends",1st innings,Paul Stirling,303427,8.0,no run,16,0,16/1,"Adeel Raja to Hall, no run",,comes forward and defends,1
50,49,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 2 runs drives it past cover for a couple",1st innings,,,8.1,run,18,2,18/1,"Mudassar Bukhari to Stirling, 2 runs",,drives it past cover for a couple,1
51,50,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run pushes it to midwicket",1st innings,,,8.2,run,19,1,19/1,"Mudassar Bukhari to Stirling, 1 run",,pushes it to midwicket,1
52,51,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, no run defends it to mid-off",1st innings,,,8.3,no run,19,0,19/1,"Mudassar Bukhari to Hall, no run",,defends it to mid-off,1
53,52,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, no run left alone outside off",1st innings,,,8.4,no run,19,0,19/1,"Mudassar Bukhari to Hall, no run",,left alone outside off,1
54,53,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, no run comes forward and punches it to cover",1st innings,,,8.5,no run,19,0,19/1,"Mudassar Bukhari to Hall, no run",,comes forward and punches it to cover,1
55,54,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, no run outside off and left alone",1st innings,Paul Stirling,303427,9.0,no run,19,0,19/1,"Mudassar Bukhari to Hall, no run",,outside off and left alone,1
56,55,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, 1 run drives it to long-on for a single",1st innings,,,9.1,run,20,1,20/1,"Adeel Raja to Stirling, 1 run",,drives it to long-on for a single,1
57,56,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and defends",1st innings,,,9.2,no run,20,0,20/1,"Adeel Raja to Hall, no run",,comes forward and defends,1
58,57,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, 1 run turns it to deep midwicket for a single",1st innings,,,9.3,run,21,1,21/1,"Adeel Raja to Hall, 1 run",,turns it to deep midwicket for a single,1
59,58,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run comes forward and pushes it to mid-off",1st innings,,,9.4,no run,21,0,21/1,"Adeel Raja to Stirling, no run",,comes forward and pushes it to mid-off,1
60,59,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, 1 run pushes it to cover for a single",1st innings,,,9.5,run,22,1,22/1,"Adeel Raja to Stirling, 1 run",,pushes it to cover for a single,1
61,60,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run comes forward and defends to the leg side",1st innings,Paul Stirling,303427,10.0,no run,22,0,22/1,"Adeel Raja to Hall, no run",,comes forward and defends to the leg side,1
62,61,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run comes forward and defends",1st innings,,,10.1,no run,22,0,22/1,"Mudassar Bukhari to Stirling, no run",,comes forward and defends,1
63,62,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run pushes it to cover and sets off for a single",1st innings,,,10.2,run,23,1,23/1,"Mudassar Bukhari to Stirling, 1 run",,pushes it to cover and sets off for a single,1
64,63,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, no run outside the off stump and left alone",1st innings,,,10.3,no run,23,0,23/1,"Mudassar Bukhari to Hall, no run",,outside the off stump and left alone,1
65,64,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, FOUR runs off the outside edge through first slip for a boundary",1st innings,,,10.4,four,27,4,27/1,"Mudassar Bukhari to Hall, FOUR runs",,off the outside edge through first slip for a boundary,1
66,65,James Hall,232730,Mudassar Bukhari,245166,"Mudassar Bukhari to Hall, 1 leg bye off the pads fo a leg-bye",1st innings,,,10.5,leg bye,28,1,28/1,"Mudassar Bukhari to Hall, 1 leg bye",,off the pads fo a leg-bye,1
67,66,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run pushes it to midwicket for a single",1st innings,James Hall,232730,11.0,run,29,1,29/1,"Mudassar Bukhari to Stirling, 1 run",,pushes it to midwicket for a single,1
68,67,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, 1 run pushes it to square leg for a single",1st innings,,,11.1,run,30,1,30/1,"Adeel Raja to Stirling, 1 run",,pushes it to square leg for a single,1
69,68,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, no run ",1st innings,,,11.2,no run,30,0,30/1,"Adeel Raja to Hall, no run",,,1
70,69,James Hall,232730,Adeel Raja,24978,"Adeel Raja to Hall, 1 run comes forward and drives to long-on for a single",1st innings,,,11.3,run,31,1,31/1,"Adeel Raja to Hall, 1 run",,comes forward and drives to long-on for a single,1
71,70,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run defends to midwicket",1st innings,,,11.4,no run,31,0,31/1,"Adeel Raja to Stirling, no run",,defends to midwicket,1
72,71,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, no run fuller outside off. Comes forward and drives to mid-off",1st innings,,,11.5,no run,31,0,31/1,"Adeel Raja to Stirling, no run",,fuller outside off. Comes forward and drives to mid-off,1
73,72,Paul Stirling,303427,Adeel Raja,24978,"Adeel Raja to Stirling, 1 run turns it to deep midwicket for a single",1st innings,James Hall,232730,12.0,run,32,1,32/1,"Adeel Raja to Stirling, 1 run",,turns it to deep midwicket for a single,1
74,73,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run comes forward and drives it to cover",1st innings,,,12.1,no run,32,0,32/1,"Jonkman to Stirling, no run",,comes forward and drives it to cover,1
75,74,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 1 run turns it to deep square leg for a single",1st innings,,,12.2,run,33,1,33/1,"Jonkman to Stirling, 1 run",,turns it to deep square leg for a single,1
76,75,James Hall,232730,Mark Jonkman,245397,"Jonkman to Hall, no run looks to cut it away and gets an inside edge to first slip",1st innings,,,12.3,no run,33,0,33/1,"Jonkman to Hall, no run",,looks to cut it away and gets an inside edge to first slip,1
77,76,James Hall,232730,Mark Jonkman,245397,"Jonkman to Hall, no run on the leg stump. Pushes it to square leg",1st innings,,,12.4,no run,33,0,33/1,"Jonkman to Hall, no run",,on the leg stump. Pushes it to square leg,1
78,76,James Hall,232730,Mark Jonkman,245397,"Jonkman to Hall, 1 wide wide outside the off stump",1st innings,,,12.4,wide,34,1,34/1,"Jonkman to Hall, 1 wide",,wide outside the off stump,1
79,77,James Hall,232730,Mark Jonkman,245397,"Jonkman to Hall, 1 run cut tto third man for a single",1st innings,,,12.5,run,35,1,35/1,"Jonkman to Hall, 1 run",,cut tto third man for a single,1
80,78,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run pushes it to midwicket",1st innings,James Hall,232730,13.0,no run,35,0,35/1,"Jonkman to Stirling, no run",,pushes it to midwicket,1
81,79,James Hall,232730,Bernard Loots,466610,"Loots to Hall, no run comes forward and drives it to mid-on",1st innings,,,13.1,no run,35,0,35/1,"Loots to Hall, no run",,comes forward and drives it to mid-on,1
82,80,James Hall,232730,Bernard Loots,466610,"Loots to Hall, OUT and thats a wicket with the second ball in international cricket as he looks to drive it and fails to keep it down",1st innings,Paul Stirling,303427,13.2,out,35,0,35/2,"Loots to Hall, OUT",,and thats a wicket with the second ball in international cricket as he looks to drive it and fails to keep it down,2
83,81,Kevin O'Brien,24605,Bernard Loots,466610,"Loots to O'Brien, OUT and that's two in two as he is struck right in front of middle stump and he has to go. What a debut match!",1st innings,Paul Stirling,303427,13.3,out,35,0,35/3,"Loots to O'Brien, OUT",,and that's two in two as he is struck right in front of middle stump and he has to go. What a debut match!,3
84,82,Andrew Poynter,210279,Bernard Loots,466610,"Loots to Poynter, no run outside the off stump and left alone as that's that for hattrick",1st innings,,,13.4,no run,35,0,35/3,"Loots to Poynter, no run",,outside the off stump and left alone as that's that for hattrick,3
85,83,Andrew Poynter,210279,Bernard Loots,466610,"Loots to Poynter, no run comes forward and drives it to point",1st innings,,,13.5,no run,35,0,35/3,"Loots to Poynter, no run",,comes forward and drives it to point,3
86,84,Andrew Poynter,210279,Bernard Loots,466610,"Loots to Poynter, no run short outside off and pushes it to cover",1st innings,Paul Stirling,303427,14.0,no run,35,0,35/3,"Loots to Poynter, no run",,short outside off and pushes it to cover,3
87,84,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 1 wide wide down the leg stump",1st innings,,,14.0,wide,36,1,36/3,"Jonkman to Stirling, 1 wide",,wide down the leg stump,3
88,85,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run outside the off stump and left alone",1st innings,,,14.1,no run,36,0,36/3,"Jonkman to Stirling, no run",,outside the off stump and left alone,3
89,86,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, no run looks to drive it away and is beaten",1st innings,,,14.2,no run,36,0,36/3,"Jonkman to Stirling, no run",,looks to drive it away and is beaten,3
90,87,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 1 run comes forward and runs it down to third man for a single",1st innings,,,14.3,run,37,1,37/3,"Jonkman to Stirling, 1 run",,comes forward and runs it down to third man for a single,3
91,88,Andrew Poynter,210279,Mark Jonkman,245397,"Jonkman to Poynter, no run outside the off stump and left alone",1st innings,,,14.4,no run,37,0,37/3,"Jonkman to Poynter, no run",,outside the off stump and left alone,3
92,89,Andrew Poynter,210279,Mark Jonkman,245397,"Jonkman to Poynter, OUT off the outside edge and back to the keeper. Stirling has to go",1st innings,Paul Stirling,303427,14.5,out,37,0,37/4,"Jonkman to Poynter, OUT",,off the outside edge and back to the keeper. Stirling has to go,4
93,90,Andrew White,24286,Mark Jonkman,245397,"Jonkman to White, no run comes forward and defends",1st innings,Paul Stirling,303427,15.0,no run,37,0,37/4,"Jonkman to White, no run",,comes forward and defends,4
94,91,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run outside the off stump and left alone",1st innings,,,15.1,no run,37,0,37/4,"Loots to Stirling, no run",,outside the off stump and left alone,4
95,92,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run pushes it to cover",1st innings,,,15.2,no run,37,0,37/4,"Loots to Stirling, no run",,pushes it to cover,4
96,93,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run ",1st innings,,,15.3,no run,37,0,37/4,"Loots to Stirling, no run",,,4
97,94,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, 1 run turns it to fine-leg for a single",1st innings,,,15.4,run,38,1,38/4,"Loots to Stirling, 1 run",,turns it to fine-leg for a single,4
98,95,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run outside off and left alone",1st innings,,,15.5,no run,38,0,38/4,"Loots to White, no run",,outside off and left alone,4
99,96,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run pushes it back to the bowler",1st innings,Paul Stirling,303427,16.0,no run,38,0,38/4,"Loots to White, no run",,pushes it back to the bowler,4
100,97,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 2 runs pushes it to midwicket for a couple",1st innings,,,16.1,run,40,2,40/4,"Jonkman to Stirling, 2 runs",,pushes it to midwicket for a couple,4
101,98,Paul Stirling,303427,Mark Jonkman,245397,"Jonkman to Stirling, 1 run turns it to midwicket for a single",1st innings,,,16.2,run,41,1,41/4,"Jonkman to Stirling, 1 run",,turns it to midwicket for a single,4
102,99,Andrew White,24286,Mark Jonkman,245397,"Jonkman to White, no run drives it off the back foot to cover",1st innings,,,16.3,no run,41,0,41/4,"Jonkman to White, no run",,drives it off the back foot to cover,4
103,100,Andrew White,24286,Mark Jonkman,245397,"Jonkman to White, no run comes forward and pushes it to mid-on",1st innings,,,16.4,no run,41,0,41/4,"Jonkman to White, no run",,comes forward and pushes it to mid-on,4
104,101,Andrew White,24286,Mark Jonkman,245397,"Jonkman to White, no run comes forward and drive it to cover",1st innings,,,16.5,no run,41,0,41/4,"Jonkman to White, no run",,comes forward and drive it to cover,4
105,102,Andrew White,24286,Mark Jonkman,245397,"Jonkman to White, 1 run turns it to midwicket for a single",1st innings,Paul Stirling,303427,17.0,run,42,1,42/4,"Jonkman to White, 1 run",,turns it to midwicket for a single,4
106,103,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run pushes it to square-leg",1st innings,,,17.1,no run,42,0,42/4,"Loots to White, no run",,pushes it to square-leg,4
107,104,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run outside off and left alone",1st innings,,,17.2,no run,42,0,42/4,"Loots to White, no run",,outside off and left alone,4
108,105,Andrew White,24286,Bernard Loots,466610,"Loots to White, 1 run pushes it to short third man for a single",1st innings,,,17.3,run,43,1,43/4,"Loots to White, 1 run",,pushes it to short third man for a single,4
109,106,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run comes forward and defends",1st innings,,,17.4,no run,43,0,43/4,"Loots to Stirling, no run",,comes forward and defends,4
110,107,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, 2 runs to deep point for a couple",1st innings,,,17.5,run,45,2,45/4,"Loots to Stirling, 2 runs",,to deep point for a couple,4
111,108,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, 1 run turns it to midwicket for a single",1st innings,Andrew White,24286,18.0,run,46,1,46/4,"Loots to Stirling, 1 run",,turns it to midwicket for a single,4
112,109,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 2 runs drives it to swepeer cover for a couple",1st innings,,,18.1,run,48,2,48/4,"Mudassar Bukhari to Stirling, 2 runs",,drives it to swepeer cover for a couple,4
113,110,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run defends it off the back foot to gully",1st innings,,,18.2,no run,48,0,48/4,"Mudassar Bukhari to Stirling, no run",,defends it off the back foot to gully,4
114,111,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run drives it to point off the back foot",1st innings,,,18.3,no run,48,0,48/4,"Mudassar Bukhari to Stirling, no run",,drives it to point off the back foot,4
115,112,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run drives it to sweeper cover for a single",1st innings,,,18.4,run,49,1,49/4,"Mudassar Bukhari to Stirling, 1 run",,drives it to sweeper cover for a single,4
116,113,Andrew White,24286,Mudassar Bukhari,245166,"Mudassar Bukhari to White, 1 run ",1st innings,,,18.5,run,50,1,50/4,"Mudassar Bukhari to White, 1 run",,,4
117,114,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run drives it to sweeper cover for a single",1st innings,Andrew White,24286,19.0,run,51,1,51/4,"Mudassar Bukhari to Stirling, 1 run",,drives it to sweeper cover for a single,4
118,115,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run drives it to mid-off",1st innings,,,19.1,no run,51,0,51/4,"Loots to Stirling, no run",,drives it to mid-off,4
119,116,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, no run pushes it to mid-on",1st innings,,,19.2,no run,51,0,51/4,"Loots to Stirling, no run",,pushes it to mid-on,4
120,117,Paul Stirling,303427,Bernard Loots,466610,"Loots to Stirling, 1 run cut past point for a single",1st innings,,,19.3,run,52,1,52/4,"Loots to Stirling, 1 run",,cut past point for a single,4
121,118,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run looks to drive outside the off stump and is beaten",1st innings,,,19.4,no run,52,0,52/4,"Loots to White, no run",,looks to drive outside the off stump and is beaten,4
122,119,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run pushes it to point",1st innings,,,19.5,no run,52,0,52/4,"Loots to White, no run",,pushes it to point,4
123,120,Andrew White,24286,Bernard Loots,466610,"Loots to White, no run drives it off the back foot to cover",1st innings,Paul Stirling,303427,20.0,no run,52,0,52/4,"Loots to White, no run",,drives it off the back foot to cover,4
124,121,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run comes forward and pushes it to cover",1st innings,,,20.1,no run,52,0,52/4,"Mudassar Bukhari to Stirling, no run",,comes forward and pushes it to cover,4
125,122,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run comes forward and pushes it to cover",1st innings,,,20.2,no run,52,0,52/4,"Mudassar Bukhari to Stirling, no run",,comes forward and pushes it to cover,4
126,123,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run cut to point",1st innings,,,20.3,no run,52,0,52/4,"Mudassar Bukhari to Stirling, no run",,cut to point,4
127,124,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, no run comes forward and pushes it to cover",1st innings,,,20.4,no run,52,0,52/4,"Mudassar Bukhari to Stirling, no run",,comes forward and pushes it to cover,4
128,125,Paul Stirling,303427,Mudassar Bukhari,245166,"Mudassar Bukhari to Stirling, 1 run drives it to sweeper cover for a single",1st innings,,,20.5,run,53,1,53/4,"Mudassar Bukhari to Stirling, 1 run",,drives it to sweeper cover for a single,4
