,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
10,11,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, no run spins to Obuya who defends forward ",1st innings,,,1.5,no run,4,0,4/0,"Mohammad Nabi to DO Obuya, no run",,spins to Obuya who defends forward ,0
11,12,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, 1 leg bye ",1st innings,Seren Waters,352894,2.0,leg bye,5,1,5/0,"Mohammad Nabi to DO Obuya, 1 leg bye",,,0
12,13,David Obuya,24760,Shapoor Zadran,319746,"Shapoor Zadran to DO Obuya, no run good length and well left",1st innings,,,2.1,no run,5,0,5/0,"Shapoor Zadran to DO Obuya, no run",,good length and well left,0
13,14,David Obuya,24760,Shapoor Zadran,319746,"Shapoor Zadran to DO Obuya, 1 run fullish on off and driven to point",1st innings,,,2.2,run,6,1,6/0,"Shapoor Zadran to DO Obuya, 1 run",,fullish on off and driven to point,0
14,15,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run length ball and defended to point",1st innings,,,2.3,no run,6,0,6/0,"Shapoor Zadran to Waters, no run",,length ball and defended to point,0
15,16,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run length ball defended to gully",1st innings,,,2.4,no run,6,0,6/0,"Shapoor Zadran to Waters, no run",,length ball defended to gully,0
16,17,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run length ball and defended well by Waters and this one got some extra bounce",1st innings,,,2.5,no run,6,0,6/0,"Shapoor Zadran to Waters, no run",,length ball and defended well by Waters and this one got some extra bounce,0
17,18,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run good swing outside off takes the edge but drops a fraction short of second slip",1st innings,David Obuya,24760,3.0,no run,6,0,6/0,"Shapoor Zadran to Waters, no run",,good swing outside off takes the edge but drops a fraction short of second slip,0
18,19,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, no run ",1st innings,,,3.1,no run,6,0,6/0,"Mohammad Nabi to DO Obuya, no run",,,0
19,20,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, FOUR runs first boundary of the day, swept to fine leg region",1st innings,,,3.2,four,10,4,10/0,"Mohammad Nabi to DO Obuya, FOUR runs",,"first boundary of the day, swept to fine leg region",0
20,21,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, no run good swing and beats D. Obuya",1st innings,,,3.3,no run,10,0,10/0,"Mohammad Nabi to DO Obuya, no run",,good swing and beats D. Obuya,0
21,22,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, FOUR runs driven powerfully through mid-on ",1st innings,,,3.4,four,14,4,14/0,"Mohammad Nabi to DO Obuya, FOUR runs",,driven powerfully through mid-on ,0
22,23,David Obuya,24760,Mohammad Nabi,25913,"Mohammad Nabi to DO Obuya, OUT good turn extracted on this one and he edges to first slip",1st innings,Seren Waters,352894,3.5,out,14,0,14/1,"Mohammad Nabi to DO Obuya, OUT",,good turn extracted on this one and he edges to first slip,1
23,24,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run ",1st innings,Seren Waters,352894,4.0,no run,14,0,14/1,"Mohammad Nabi to CO Obuya, no run",,,1
24,25,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run good pace and away swing and Waters is beaten",1st innings,,,4.1,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,good pace and away swing and Waters is beaten,1
25,26,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run yet again good swing and he nearly edges this one",1st innings,,,4.2,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,yet again good swing and he nearly edges this one,1
26,27,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run good carry on this delivery and Zadran is bowling quick here",1st innings,,,4.3,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,good carry on this delivery and Zadran is bowling quick here,1
27,28,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run good pace and Waters seems to be struggling with this deliveries",1st innings,,,4.4,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,good pace and Waters seems to be struggling with this deliveries,1
28,29,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run fullish on off and defended back to the bowler",1st innings,,,4.5,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,fullish on off and defended back to the bowler,1
29,30,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, no run good carry and swing and Waters is beaten yet again ",1st innings,Collins Obuya,24752,5.0,no run,14,0,14/1,"Shapoor Zadran to Waters, no run",,good carry and swing and Waters is beaten yet again ,1
30,31,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run swept to short fine leg and stopped",1st innings,,,5.1,no run,14,0,14/1,"Mohammad Nabi to CO Obuya, no run",,swept to short fine leg and stopped,1
31,32,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run pulled by the delivery and he survives the stumping",1st innings,,,5.2,no run,14,0,14/1,"Mohammad Nabi to CO Obuya, no run",,pulled by the delivery and he survives the stumping,1
32,33,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run defended to gully ",1st innings,,,5.3,no run,14,0,14/1,"Mohammad Nabi to CO Obuya, no run",,defended to gully ,1
33,34,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, 1 run driven to short cover and they rush for a single",1st innings,,,5.4,run,15,1,15/1,"Mohammad Nabi to CO Obuya, 1 run",,driven to short cover and they rush for a single,1
34,35,Seren Waters,352894,Mohammad Nabi,25913,"Mohammad Nabi to Waters, 2 runs short ball and cut past point for a double",1st innings,,,5.5,run,17,2,17/1,"Mohammad Nabi to Waters, 2 runs",,short ball and cut past point for a double,1
35,36,Seren Waters,352894,Mohammad Nabi,25913,"Mohammad Nabi to Waters, no run defended to short cover ",1st innings,Collins Obuya,24752,6.0,no run,17,0,17/1,"Mohammad Nabi to Waters, no run",,defended to short cover ,1
36,37,Collins Obuya,24752,Shapoor Zadran,319746,"Shapoor Zadran to CO Obuya, no run fullish on off and driven back to the bowler",1st innings,,,6.1,no run,17,0,17/1,"Shapoor Zadran to CO Obuya, no run",,fullish on off and driven back to the bowler,1
37,38,Collins Obuya,24752,Shapoor Zadran,319746,"Shapoor Zadran to CO Obuya, no run good length and defended back to the bowler, very economical he is at this stage",1st innings,,,6.2,no run,17,0,17/1,"Shapoor Zadran to CO Obuya, no run",,"good length and defended back to the bowler, very economical he is at this stage",1
38,39,Collins Obuya,24752,Shapoor Zadran,319746,"Shapoor Zadran to CO Obuya, FOUR runs length ball outside off and cut just between gully and third man",1st innings,,,6.3,four,21,4,21/1,"Shapoor Zadran to CO Obuya, FOUR runs",,length ball outside off and cut just between gully and third man,1
39,40,Collins Obuya,24752,Shapoor Zadran,319746,"Shapoor Zadran to CO Obuya, 1 run length ball and dropped short on silly mid-off and a quick single taken",1st innings,,,6.4,run,22,1,22/1,"Shapoor Zadran to CO Obuya, 1 run",,length ball and dropped short on silly mid-off and a quick single taken,1
40,41,Seren Waters,352894,Shapoor Zadran,319746,"Shapoor Zadran to Waters, 1 run length ball and Waters opens the face to guide it to third man",1st innings,,,6.5,run,23,1,23/1,"Shapoor Zadran to Waters, 1 run",,length ball and Waters opens the face to guide it to third man,1
41,42,Collins Obuya,24752,Shapoor Zadran,319746,"Shapoor Zadran to CO Obuya, no run length ball onoff and defended to silly mid-off",1st innings,Seren Waters,352894,7.0,no run,23,0,23/1,"Shapoor Zadran to CO Obuya, no run",,length ball onoff and defended to silly mid-off,1
42,43,Seren Waters,352894,Mohammad Nabi,25913,"Mohammad Nabi to Waters, no run defended to point ",1st innings,,,7.1,no run,23,0,23/1,"Mohammad Nabi to Waters, no run",,defended to point ,1
43,44,Seren Waters,352894,Mohammad Nabi,25913,"Mohammad Nabi to Waters, no run Waters calls for a risky single and C.Obuya sends him back",1st innings,,,7.2,no run,23,0,23/1,"Mohammad Nabi to Waters, no run",,Waters calls for a risky single and C.Obuya sends him back,1
44,45,Seren Waters,352894,Mohammad Nabi,25913,"Mohammad Nabi to Waters, 1 run driven to point and they now get the single",1st innings,,,7.3,run,24,1,24/1,"Mohammad Nabi to Waters, 1 run",,driven to point and they now get the single,1
45,46,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run defended to mid-wicket",1st innings,,,7.4,no run,24,0,24/1,"Mohammad Nabi to CO Obuya, no run",,defended to mid-wicket,1
46,47,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run driven to mid-off ",1st innings,,,7.5,no run,24,0,24/1,"Mohammad Nabi to CO Obuya, no run",,driven to mid-off ,1
47,48,Collins Obuya,24752,Mohammad Nabi,25913,"Mohammad Nabi to CO Obuya, no run good turn on the ball and C. Obuya defends it",1st innings,Seren Waters,352894,8.0,no run,24,0,24/1,"Mohammad Nabi to CO Obuya, no run",,good turn on the ball and C. Obuya defends it,1
48,49,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, no run fullish on off and driven to mid-off",1st innings,,,8.1,no run,24,0,24/1,"Mirwais Ashraf to Waters, no run",,fullish on off and driven to mid-off,1
49,50,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, 1 run length ball prodded to silly mid-off and they run a single",1st innings,,,8.2,run,25,1,25/1,"Mirwais Ashraf to Waters, 1 run",,length ball prodded to silly mid-off and they run a single,1
50,51,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run full on off and driven to covers",1st innings,,,8.3,no run,25,0,25/1,"Mirwais Ashraf to CO Obuya, no run",,full on off and driven to covers,1
51,52,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run fullish on off and driven back to the bowler",1st innings,,,8.4,no run,25,0,25/1,"Mirwais Ashraf to CO Obuya, no run",,fullish on off and driven back to the bowler,1
52,53,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, FOUR runs good length and sliced past second slip to the third man boundary",1st innings,,,8.5,four,29,4,29/1,"Mirwais Ashraf to CO Obuya, FOUR runs",,good length and sliced past second slip to the third man boundary,1
53,54,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run nearly an edge of a length delivery",1st innings,Seren Waters,352894,9.0,no run,29,0,29/1,"Mirwais Ashraf to CO Obuya, no run",,nearly an edge of a length delivery,1
54,55,Seren Waters,352894,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Waters, 1 run full outside off and slapped past gully",1st innings,,,9.1,run,30,1,30/1,"Izatullah Dawlatzai to Waters, 1 run",,full outside off and slapped past gully,1
55,56,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, FOUR runs full and lofted high over mid-off to take two bounces before hitting the boundary",1st innings,,,9.2,four,34,4,34/1,"Izatullah Dawlatzai to CO Obuya, FOUR runs",,full and lofted high over mid-off to take two bounces before hitting the boundary,1
56,57,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, no run length ball and well left by C. Obuya",1st innings,,,9.3,no run,34,0,34/1,"Izatullah Dawlatzai to CO Obuya, no run",,length ball and well left by C. Obuya,1
57,58,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, no run full and driven to short cover where it is stopped",1st innings,,,9.4,no run,34,0,34/1,"Izatullah Dawlatzai to CO Obuya, no run",,full and driven to short cover where it is stopped,1
58,59,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, FOUR runs full toss ankle height and driven straight past mid-on",1st innings,,,9.5,four,38,4,38/1,"Izatullah Dawlatzai to CO Obuya, FOUR runs",,full toss ankle height and driven straight past mid-on,1
59,60,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, no run length ball and he well lefts this one",1st innings,Seren Waters,352894,10.0,no run,38,0,38/1,"Izatullah Dawlatzai to CO Obuya, no run",,length ball and he well lefts this one,1
60,61,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, no run full on leg and defended to mid-wicket",1st innings,,,10.1,no run,38,0,38/1,"Mirwais Ashraf to Waters, no run",,full on leg and defended to mid-wicket,1
61,62,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, no run driven to short cover who does well to stop it",1st innings,,,10.2,no run,38,0,38/1,"Mirwais Ashraf to Waters, no run",,driven to short cover who does well to stop it,1
62,63,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, no run driven powerfully to the bowler who gets down to collect it",1st innings,,,10.3,no run,38,0,38/1,"Mirwais Ashraf to Waters, no run",,driven powerfully to the bowler who gets down to collect it,1
63,64,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, no run driven to covers but the fielding is tight",1st innings,,,10.4,no run,38,0,38/1,"Mirwais Ashraf to Waters, no run",,driven to covers but the fielding is tight,1
64,65,Seren Waters,352894,Mirwais Ashraf,387420,"Mirwais Ashraf to Waters, 1 run Waters opens the face of the bat and guides it to third man",1st innings,,,10.5,run,39,1,39/1,"Mirwais Ashraf to Waters, 1 run",,Waters opens the face of the bat and guides it to third man,1
65,66,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run defended to mid-wicket",1st innings,Seren Waters,352894,11.0,no run,39,0,39/1,"Mirwais Ashraf to CO Obuya, no run",,defended to mid-wicket,1
66,67,Seren Waters,352894,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Waters, 1 run opens the face yet again and guides it to third man",1st innings,,,11.1,run,40,1,40/1,"Izatullah Dawlatzai to Waters, 1 run",,opens the face yet again and guides it to third man,1
67,68,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, FOUR runs short outside off and square cut to backward point",1st innings,,,11.2,four,44,4,44/1,"Izatullah Dawlatzai to CO Obuya, FOUR runs",,short outside off and square cut to backward point,1
68,69,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, 1 run crafted off the pads to square leg ",1st innings,,,11.3,run,45,1,45/1,"Izatullah Dawlatzai to CO Obuya, 1 run",,crafted off the pads to square leg ,1
69,70,Seren Waters,352894,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Waters, OUT good swing towards the stumps and he misses the line and loses his leg stump",1st innings,Collins Obuya,24752,11.4,out,45,0,45/2,"Izatullah Dawlatzai to Waters, OUT",,good swing towards the stumps and he misses the line and loses his leg stump,2
70,71,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run good length and defended to short cover",1st innings,,,11.5,no run,45,0,45/2,"Izatullah Dawlatzai to Tikolo, no run",,good length and defended to short cover,2
71,72,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, 1 run short bal, he mistimes his pull but still gets it to square leg where they run one",1st innings,Collins Obuya,24752,12.0,run,46,1,46/2,"Izatullah Dawlatzai to Tikolo, 1 run",,"short bal, he mistimes his pull but still gets it to square leg where they run one",2
72,73,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, 2 runs short of length and pulled to deep square leg",1st innings,,,12.1,run,48,2,48/2,"Mirwais Ashraf to Tikolo, 2 runs",,short of length and pulled to deep square leg,2
73,74,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run full face of the bat is offered in defence of this one",1st innings,,,12.2,no run,48,0,48/2,"Mirwais Ashraf to Tikolo, no run",,full face of the bat is offered in defence of this one,2
74,75,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, 1 run driven powerfully to covers where a misfield allows one",1st innings,,,12.3,run,49,1,49/2,"Mirwais Ashraf to Tikolo, 1 run",,driven powerfully to covers where a misfield allows one,2
75,76,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run full on off and defended to the bowler",1st innings,,,12.4,no run,49,0,49/2,"Mirwais Ashraf to CO Obuya, no run",,full on off and defended to the bowler,2
76,77,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run defended yet again back to the bowler",1st innings,,,12.5,no run,49,0,49/2,"Mirwais Ashraf to CO Obuya, no run",,defended yet again back to the bowler,2
77,78,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, no run full on off and cautiously defended on front foot",1st innings,Steve Tikolo,24728,13.0,no run,49,0,49/2,"Mirwais Ashraf to CO Obuya, no run",,full on off and cautiously defended on front foot,2
78,79,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run length ball and Tikolo attempts a pull and fails to connect",1st innings,,,13.1,no run,49,0,49/2,"Izatullah Dawlatzai to Tikolo, no run",,length ball and Tikolo attempts a pull and fails to connect,2
79,80,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run well beaten by the swing ",1st innings,,,13.2,no run,49,0,49/2,"Izatullah Dawlatzai to Tikolo, no run",,well beaten by the swing ,2
80,81,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, 1 run driven poerfully to point and they run a quick single",1st innings,,,13.3,run,50,1,50/2,"Izatullah Dawlatzai to Tikolo, 1 run",,driven poerfully to point and they run a quick single,2
81,82,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, 1 run length ball on leg stump and glaced off the hips to square leg",1st innings,,,13.4,run,51,1,51/2,"Izatullah Dawlatzai to CO Obuya, 1 run",,length ball on leg stump and glaced off the hips to square leg,2
82,83,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run short of length and he fails with an attempted pull",1st innings,,,13.5,no run,51,0,51/2,"Izatullah Dawlatzai to Tikolo, no run",,short of length and he fails with an attempted pull,2
83,84,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run driven to point and fielded well to deny the batsmen a run",1st innings,Collins Obuya,24752,14.0,no run,51,0,51/2,"Izatullah Dawlatzai to Tikolo, no run",,driven to point and fielded well to deny the batsmen a run,2
84,84,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, 1 wide wide outside off",1st innings,,,14.0,wide,52,1,52/2,"Mirwais Ashraf to CO Obuya, 1 wide",,wide outside off,2
85,85,Collins Obuya,24752,Mirwais Ashraf,387420,"Mirwais Ashraf to CO Obuya, 1 run driven to point and they scamper for a single",1st innings,,,14.1,run,53,1,53/2,"Mirwais Ashraf to CO Obuya, 1 run",,driven to point and they scamper for a single,2
86,86,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run defended back to the bowler",1st innings,,,14.2,no run,53,0,53/2,"Mirwais Ashraf to Tikolo, no run",,defended back to the bowler,2
87,87,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run driven to mid-off and well fielded",1st innings,,,14.3,no run,53,0,53/2,"Mirwais Ashraf to Tikolo, no run",,driven to mid-off and well fielded,2
88,88,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run full face offered to this delivery back to the bowler",1st innings,,,14.4,no run,53,0,53/2,"Mirwais Ashraf to Tikolo, no run",,full face offered to this delivery back to the bowler,2
89,89,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run driven to mid-on without success",1st innings,,,14.5,no run,53,0,53/2,"Mirwais Ashraf to Tikolo, no run",,driven to mid-on without success,2
90,90,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, no run driven to covers and yet again the tight fielding ensures no run is scored",1st innings,Collins Obuya,24752,15.0,no run,53,0,53/2,"Mirwais Ashraf to Tikolo, no run",,driven to covers and yet again the tight fielding ensures no run is scored,2
91,91,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, no run full into the stumps and defended on the front foot",1st innings,,,15.1,no run,53,0,53/2,"Izatullah Dawlatzai to CO Obuya, no run",,full into the stumps and defended on the front foot,2
92,92,Collins Obuya,24752,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to CO Obuya, OUT length ball and Obuya goes high in the air to be caught by Nabi at mid-off",1st innings,Steve Tikolo,24728,15.2,out,53,0,53/3,"Izatullah Dawlatzai to CO Obuya, OUT",,length ball and Obuya goes high in the air to be caught by Nabi at mid-off,3
93,93,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, no run ",1st innings,,,15.3,no run,53,0,53/3,"Izatullah Dawlatzai to Tikolo, no run",,,3
94,94,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, 1 run ",1st innings,,,15.4,run,54,1,54/3,"Izatullah Dawlatzai to Tikolo, 1 run",,,3
95,95,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run ",1st innings,,,15.5,no run,54,0,54/3,"Izatullah Dawlatzai to Mishra, no run",,,3
96,96,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run ",1st innings,Steve Tikolo,24728,16.0,no run,54,0,54/3,"Izatullah Dawlatzai to Mishra, no run",,,3
97,97,Steve Tikolo,24728,Mirwais Ashraf,387420,"Mirwais Ashraf to Tikolo, 1 run driven to mid-on and they take a quick run",1st innings,,,16.1,run,55,1,55/3,"Mirwais Ashraf to Tikolo, 1 run",,driven to mid-on and they take a quick run,3
98,98,Tanmay Mishra,24790,Mirwais Ashraf,387420,"Mirwais Ashraf to Mishra, no run ",1st innings,,,16.2,no run,55,0,55/3,"Mirwais Ashraf to Mishra, no run",,,3
99,99,Tanmay Mishra,24790,Mirwais Ashraf,387420,"Mirwais Ashraf to Mishra, no run defended back to the bowler",1st innings,,,16.3,no run,55,0,55/3,"Mirwais Ashraf to Mishra, no run",,defended back to the bowler,3
100,100,Tanmay Mishra,24790,Mirwais Ashraf,387420,"Mirwais Ashraf to Mishra, no run driven uppishly and drops short of mid-off",1st innings,,,16.4,no run,55,0,55/3,"Mirwais Ashraf to Mishra, no run",,driven uppishly and drops short of mid-off,3
101,101,Tanmay Mishra,24790,Mirwais Ashraf,387420,"Mirwais Ashraf to Mishra, no run defended to mid-off",1st innings,,,16.5,no run,55,0,55/3,"Mirwais Ashraf to Mishra, no run",,defended to mid-off,3
102,102,Tanmay Mishra,24790,Mirwais Ashraf,387420,"Mirwais Ashraf to Mishra, no run ",1st innings,Steve Tikolo,24728,17.0,no run,55,0,55/3,"Mirwais Ashraf to Mishra, no run",,,3
103,103,Steve Tikolo,24728,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Tikolo, 1 run on the legs and glanced beautifully to square leg",1st innings,,,17.1,run,56,1,56/3,"Izatullah Dawlatzai to Tikolo, 1 run",,on the legs and glanced beautifully to square leg,3
104,104,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run length ball on top of the stumps and well left by Mishra",1st innings,,,17.2,no run,56,0,56/3,"Izatullah Dawlatzai to Mishra, no run",,length ball on top of the stumps and well left by Mishra,3
105,105,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, 4 runs driven through mid-wicket, they run three and an overthrow allows another ",1st innings,,,17.3,run,60,4,60/3,"Izatullah Dawlatzai to Mishra, 4 runs",,"driven through mid-wicket, they run three and an overthrow allows another ",3
106,106,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run driven to point and well fielded",1st innings,,,17.4,no run,60,0,60/3,"Izatullah Dawlatzai to Mishra, no run",,driven to point and well fielded,3
107,107,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, FOUR runs beautifully crafted short off his pads to run to the third man region",1st innings,,,17.5,four,64,4,64/3,"Izatullah Dawlatzai to Mishra, FOUR runs",,beautifully crafted short off his pads to run to the third man region,3
108,108,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run driven to mid-off and well fielded to deny the batsmen a run",1st innings,Steve Tikolo,24728,18.0,no run,64,0,64/3,"Izatullah Dawlatzai to Mishra, no run",,driven to mid-off and well fielded to deny the batsmen a run,3
109,115,Tanmay Mishra,24790,Izatullah Dawlatzai,402247,"Izatullah Dawlatzai to Mishra, no run defended on the back foot to point",1st innings,,,19.1,no run,66,0,66/3,"Izatullah Dawlatzai to Mishra, no run",,defended on the back foot to point,3
