,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
27,28,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, 2 runs too straight and flicked between midwicket and mid-on",1st innings,,,4.4,run,11,2,11/2,"O'Brien to Kumar, 2 runs",,too straight and flicked between midwicket and mid-on,2
28,29,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run slower outside off and he watches well before cutting the ball straight to point",1st innings,,,4.5,no run,11,0,11/2,"O'Brien to Kumar, no run",,slower outside off and he watches well before cutting the ball straight to point,2
29,30,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run and again to point off the back foot",1st innings,Geoff Barnett,36383,5.0,no run,11,0,11/2,"O'Brien to Kumar, no run",,and again to point off the back foot,2
30,31,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run shorter length and Barnett leaves it alone for the keeper",1st innings,,,5.1,no run,11,0,11/2,"Johnston to Barnett, no run",,shorter length and Barnett leaves it alone for the keeper,2
31,32,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run prodded wide of midwicket but mid-on comes round to field",1st innings,,,5.2,no run,11,0,11/2,"Johnston to Barnett, no run",,prodded wide of midwicket but mid-on comes round to field,2
32,33,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run blocked to cover and Canada really defensive here as they look to steady the ship",1st innings,,,5.3,no run,11,0,11/2,"Johnston to Barnett, no run",,blocked to cover and Canada really defensive here as they look to steady the ship,2
33,34,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run cut to point off the back foot to a shorter delivery",1st innings,,,5.4,no run,11,0,11/2,"Johnston to Barnett, no run",,cut to point off the back foot to a shorter delivery,2
34,34,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, 5 wides bowls too far down the leg-side and Barnett can't get anything on it with the leg-glance. Keeper McCann misses with the dive at full stretch and the ball races away for five wides",1st innings,,,5.4,wide,16,5,16/2,"Johnston to Barnett, 5 wides",,bowls too far down the leg-side and Barnett can't get anything on it with the leg-glance. Keeper McCann misses with the dive at full stretch and the ball races away for five wides,2
35,35,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run blocked back to the bowler who misses the pick-up. Barnett shuffles down the track looking for a cheeky single but mid-off fields quickly",1st innings,,,5.5,no run,16,0,16/2,"Johnston to Barnett, no run",,blocked back to the bowler who misses the pick-up. Barnett shuffles down the track looking for a cheeky single but mid-off fields quickly,2
36,36,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run blocked in to cover on the front foot",1st innings,Nitish Kumar,348129,6.0,no run,16,0,16/2,"Johnston to Barnett, no run",,blocked in to cover on the front foot,2
37,37,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run solid defence in to the ground on the off-side",1st innings,,,6.1,no run,16,0,16/2,"O'Brien to Kumar, no run",,solid defence in to the ground on the off-side,2
38,38,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run shorter ball towards the body and Kumar shapes to defend before pulling out the stroke",1st innings,,,6.2,no run,16,0,16/2,"O'Brien to Kumar, no run",,shorter ball towards the body and Kumar shapes to defend before pulling out the stroke,2
39,39,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run fuller ball outside off and Kumar swipes at the cover drive but can't connect",1st innings,,,6.3,no run,16,0,16/2,"O'Brien to Kumar, no run",,fuller ball outside off and Kumar swipes at the cover drive but can't connect,2
40,40,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run this ball keeps a little lower and jags back towards leg-stump but Kumar does well to block away to midwicket",1st innings,,,6.4,no run,16,0,16/2,"O'Brien to Kumar, no run",,this ball keeps a little lower and jags back towards leg-stump but Kumar does well to block away to midwicket,2
41,41,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run straighter again and flicked off the knees to square leg",1st innings,,,6.5,no run,16,0,16/2,"O'Brien to Kumar, no run",,straighter again and flicked off the knees to square leg,2
42,42,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run shorter ball cut right at the fielder at point",1st innings,Geoff Barnett,36383,7.0,no run,16,0,16/2,"O'Brien to Kumar, no run",,shorter ball cut right at the fielder at point,2
43,43,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run patted back down the track. 17 balls without scoring now",1st innings,,,7.1,no run,16,0,16/2,"Johnston to Barnett, no run",,patted back down the track. 17 balls without scoring now,2
44,44,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, FOUR runs not any more! Wider ball as Barnett gets down on one knee to easily lift the ball over mid-off for a one-bounce four",1st innings,,,7.2,four,20,4,20/2,"Johnston to Barnett, FOUR runs",,not any more! Wider ball as Barnett gets down on one knee to easily lift the ball over mid-off for a one-bounce four,2
45,45,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run the pace of the balls beats the outside edge of the bat and in to the keepers gloves",1st innings,,,7.3,no run,20,0,20/2,"Johnston to Barnett, no run",,the pace of the balls beats the outside edge of the bat and in to the keepers gloves,2
46,46,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run prodded away to mid-on",1st innings,,,7.4,no run,20,0,20/2,"Johnston to Barnett, no run",,prodded away to mid-on,2
47,47,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run defended to midwicket",1st innings,,,7.5,no run,20,0,20/2,"Johnston to Barnett, no run",,defended to midwicket,2
48,48,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run thick outside edge squirms away to cover",1st innings,Nitish Kumar,348129,8.0,no run,20,0,20/2,"Johnston to Barnett, no run",,thick outside edge squirms away to cover,2
49,49,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run fuller and slower ball which Kumar drives hard at mid-on",1st innings,,,8.1,no run,20,0,20/2,"O'Brien to Kumar, no run",,fuller and slower ball which Kumar drives hard at mid-on,2
50,50,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run angled behind point who saves runs with a good diving stop",1st innings,,,8.2,no run,20,0,20/2,"O'Brien to Kumar, no run",,angled behind point who saves runs with a good diving stop,2
51,51,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, FOUR runs too full and right on his toes as Kumar whips the ball away over square leg with impeccable timing",1st innings,,,8.3,four,24,4,24/2,"O'Brien to Kumar, FOUR runs",,too full and right on his toes as Kumar whips the ball away over square leg with impeccable timing,2
52,52,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, 2 runs defence angled between cover and point and the pace on the ball allows them to run two",1st innings,,,8.4,run,26,2,26/2,"O'Brien to Kumar, 2 runs",,defence angled between cover and point and the pace on the ball allows them to run two,2
53,53,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run another ball that moves in sharply towards the batsmen who blocks to mid-on",1st innings,,,8.5,no run,26,0,26/2,"O'Brien to Kumar, no run",,another ball that moves in sharply towards the batsmen who blocks to mid-on,2
54,54,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, 1 run angled away down to third man",1st innings,Geoff Barnett,36383,9.0,run,27,1,27/2,"O'Brien to Kumar, 1 run",,angled away down to third man,2
55,55,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run angled between point and cover",1st innings,,,9.1,no run,27,0,27/2,"Johnston to Kumar, no run",,angled between point and cover,2
56,56,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run back to the bowler off the back foot",1st innings,,,9.2,no run,27,0,27/2,"Johnston to Kumar, no run",,back to the bowler off the back foot,2
57,57,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run blocked on the front foot this time straight to cover",1st innings,,,9.3,no run,27,0,27/2,"Johnston to Kumar, no run",,blocked on the front foot this time straight to cover,2
58,58,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, 1 run cut away behind the diving backward point fielder",1st innings,,,9.4,run,28,1,28/2,"Johnston to Kumar, 1 run",,cut away behind the diving backward point fielder,2
59,59,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run back to the bowler",1st innings,,,9.5,no run,28,0,28/2,"Johnston to Barnett, no run",,back to the bowler,2
60,60,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run hit hard along the ground to mid-off",1st innings,Nitish Kumar,348129,10.0,no run,28,0,28/2,"Johnston to Barnett, no run",,hit hard along the ground to mid-off,2
61,61,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run drives to extra cover",1st innings,,,10.1,no run,28,0,28/2,"O'Brien to Kumar, no run",,drives to extra cover,2
62,62,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, 2 runs off the legs behind square leg as fine leg comes round to field",1st innings,,,10.2,run,30,2,30/2,"O'Brien to Kumar, 2 runs",,off the legs behind square leg as fine leg comes round to field,2
63,63,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run straight bat back to O'Brien",1st innings,,,10.3,no run,30,0,30/2,"O'Brien to Kumar, no run",,straight bat back to O'Brien,2
64,64,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run dropped, O'Brien squanders the chance for caught and bowled as Kumar mis-timed the drive, lifting the ball back towards the bowler. O'Brien can only palm the ball away up high to his left and he's dissapointed with that effort",1st innings,,,10.4,no run,30,0,30/2,"O'Brien to Kumar, no run",,"dropped, O'Brien squanders the chance for caught and bowled as Kumar mis-timed the drive, lifting the ball back towards the bowler. O'Brien can only palm the ball away up high to his left and he's dissapointed with that effort",2
65,65,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, no run blocked to cover",1st innings,,,10.5,no run,30,0,30/2,"O'Brien to Kumar, no run",,blocked to cover,2
66,66,Nitish Kumar,348129,Kevin O'Brien,24605,"O'Brien to Kumar, 1 run cheeky single to cover who's back on his heels at the edge of the circle",1st innings,Geoff Barnett,36383,11.0,run,31,1,31/2,"O'Brien to Kumar, 1 run",,cheeky single to cover who's back on his heels at the edge of the circle,2
67,67,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, 1 run chip and run to short midwicket",1st innings,,,11.1,run,32,1,32/2,"Johnston to Kumar, 1 run",,chip and run to short midwicket,2
68,68,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, no run solid defence down the track to mid-off",1st innings,,,11.2,no run,32,0,32/2,"Johnston to Barnett, no run",,solid defence down the track to mid-off,2
69,69,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, 1 run flicked round the corner to fine leg",1st innings,,,11.3,run,33,1,33/2,"Johnston to Barnett, 1 run",,flicked round the corner to fine leg,2
70,70,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run blocked to cover",1st innings,,,11.4,no run,33,0,33/2,"Johnston to Kumar, no run",,blocked to cover,2
71,71,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, 1 run angled away to third man",1st innings,,,11.5,run,34,1,34/2,"Johnston to Kumar, 1 run",,angled away to third man,2
72,72,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, 1 run too straight and flicked fine to the leg-side",1st innings,Nitish Kumar,348129,12.0,run,35,1,35/2,"Johnston to Barnett, 1 run",,too straight and flicked fine to the leg-side,2
73,73,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run angled away to third man",1st innings,,,12.1,run,36,1,36/2,"Jones to Barnett, 1 run",,angled away to third man,2
74,74,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, 1 run through square leg this time",1st innings,,,12.2,run,37,1,37/2,"Jones to Kumar, 1 run",,through square leg this time,2
75,75,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run swing and a miss tight outside off-stump",1st innings,,,12.3,no run,37,0,37/2,"Jones to Barnett, no run",,swing and a miss tight outside off-stump,2
76,76,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run pushed between cover and point for one",1st innings,,,12.4,run,38,1,38/2,"Jones to Barnett, 1 run",,pushed between cover and point for one,2
77,77,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, no run left alone well outside off",1st innings,,,12.5,no run,38,0,38/2,"Jones to Kumar, no run",,left alone well outside off,2
78,78,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, no run blocked to point",1st innings,Geoff Barnett,36383,13.0,no run,38,0,38/2,"Jones to Kumar, no run",,blocked to point,2
79,79,Geoff Barnett,36383,Trent Johnston,6038,"Johnston to Barnett, 3 runs hit hard through the covers and a good stop on the boundary",1st innings,,,13.1,run,41,3,41/2,"Johnston to Barnett, 3 runs",,hit hard through the covers and a good stop on the boundary,2
80,80,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run blocked to the off-side",1st innings,,,13.2,no run,41,0,41/2,"Johnston to Kumar, no run",,blocked to the off-side,2
81,81,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run solid defence to cover",1st innings,,,13.3,no run,41,0,41/2,"Johnston to Kumar, no run",,solid defence to cover,2
82,82,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run cut to backward point",1st innings,,,13.4,no run,41,0,41/2,"Johnston to Kumar, no run",,cut to backward point,2
83,83,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run patted back to Johnston",1st innings,,,13.5,no run,41,0,41/2,"Johnston to Kumar, no run",,patted back to Johnston,2
84,84,Nitish Kumar,348129,Trent Johnston,6038,"Johnston to Kumar, no run left alone this time",1st innings,Geoff Barnett,36383,14.0,no run,41,0,41/2,"Johnston to Kumar, no run",,left alone this time,2
85,85,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run pulled to deep square leg",1st innings,,,14.1,run,42,1,42/2,"Jones to Barnett, 1 run",,pulled to deep square leg,2
86,86,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, no run tries to work leg-side but misses with the stroke and the ball bounces off his pads",1st innings,,,14.2,no run,42,0,42/2,"Jones to Kumar, no run",,tries to work leg-side but misses with the stroke and the ball bounces off his pads,2
87,87,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, no run straight drive back to the bowler",1st innings,,,14.3,no run,42,0,42/2,"Jones to Kumar, no run",,straight drive back to the bowler,2
88,88,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, 1 run cut to third man",1st innings,,,14.4,run,43,1,43/2,"Jones to Kumar, 1 run",,cut to third man,2
89,89,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run hit hard at cover",1st innings,,,14.5,no run,43,0,43/2,"Jones to Barnett, no run",,hit hard at cover,2
90,90,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run and again looks to drive but well fielded",1st innings,Nitish Kumar,348129,15.0,no run,43,0,43/2,"Jones to Barnett, no run",,and again looks to drive but well fielded,2
91,91,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, no run down to mid-off",1st innings,,,15.1,no run,43,0,43/2,"Mooney to Kumar, no run",,down to mid-off,2
92,92,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, no run ",1st innings,,,15.2,no run,43,0,43/2,"Mooney to Kumar, no run",,,2
93,93,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, no run ",1st innings,,,15.3,no run,43,0,43/2,"Mooney to Kumar, no run",,,2
94,94,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, no run ",1st innings,,,15.4,no run,43,0,43/2,"Mooney to Kumar, no run",,,2
95,95,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, 2 runs back past the bowler as mid-off gives chase",1st innings,,,15.5,run,45,2,45/2,"Mooney to Kumar, 2 runs",,back past the bowler as mid-off gives chase,2
96,96,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, no run bloked to cover",1st innings,Geoff Barnett,36383,16.0,no run,45,0,45/2,"Mooney to Kumar, no run",,bloked to cover,2
97,97,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run blocked to cover",1st innings,,,16.1,no run,45,0,45/2,"Jones to Barnett, no run",,blocked to cover,2
98,98,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run back to the bowler",1st innings,,,16.2,no run,45,0,45/2,"Jones to Barnett, no run",,back to the bowler,2
99,99,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, FOUR runs hit hard over the covers and there's no point chasing that. He tried to hit the cover off that one",1st innings,,,16.3,four,49,4,49/2,"Jones to Barnett, FOUR runs",,hit hard over the covers and there's no point chasing that. He tried to hit the cover off that one,2
100,100,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run left alone outside off",1st innings,,,16.4,no run,49,0,49/2,"Jones to Barnett, no run",,left alone outside off,2
101,101,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run patted back to the bowler",1st innings,,,16.5,no run,49,0,49/2,"Jones to Barnett, no run",,patted back to the bowler,2
102,102,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run single in front of square leg. ",1st innings,Nitish Kumar,348129,17.0,run,50,1,50/2,"Jones to Barnett, 1 run",,single in front of square leg. ,2
103,103,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, 1 run down the ground to long-off",1st innings,,,17.1,run,51,1,51/2,"Mooney to Barnett, 1 run",,down the ground to long-off,2
104,104,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, 1 run drop and run to cover",1st innings,,,17.2,run,52,1,52/2,"Mooney to Kumar, 1 run",,drop and run to cover,2
105,105,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, no run blocked in to the short leg area",1st innings,,,17.3,no run,52,0,52/2,"Mooney to Barnett, no run",,blocked in to the short leg area,2
106,106,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, 2 runs missed run out,flicked to midwicket and Barnett wants the single but Kumar stays put. They both end up at the same end but the throw from Jones misses by a mile when a simple lob would have done it. They take two overthrows to rub salt in to the wound",1st innings,,,17.4,run,54,2,54/2,"Mooney to Barnett, 2 runs",,"missed run out,flicked to midwicket and Barnett wants the single but Kumar stays put. They both end up at the same end but the throw from Jones misses by a mile when a simple lob would have done it. They take two overthrows to rub salt in to the wound",2
107,107,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, no run blocked to cover",1st innings,,,17.5,no run,54,0,54/2,"Mooney to Barnett, no run",,blocked to cover,2
108,108,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, 1 run cut through cover to the deep fielder",1st innings,Nitish Kumar,348129,18.0,run,55,1,55/2,"Mooney to Barnett, 1 run",,cut through cover to the deep fielder,2
109,109,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run digs away the fuller ball",1st innings,,,18.1,no run,55,0,55/2,"Jones to Barnett, no run",,digs away the fuller ball,2
110,110,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, no run cut to point",1st innings,,,18.2,no run,55,0,55/2,"Jones to Barnett, no run",,cut to point,2
111,111,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run down to long-off",1st innings,,,18.3,run,56,1,56/2,"Jones to Barnett, 1 run",,down to long-off,2
112,112,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, 1 run long-on this time",1st innings,,,18.4,run,57,1,57/2,"Jones to Kumar, 1 run",,long-on this time,2
113,113,Geoff Barnett,36383,Nigel Jones,406308,"Jones to Barnett, 1 run hit down the ground again for the easy single",1st innings,,,18.5,run,58,1,58/2,"Jones to Barnett, 1 run",,hit down the ground again for the easy single,2
114,114,Nitish Kumar,348129,Nigel Jones,406308,"Jones to Kumar, 1 run and again. The fielders at long-on and long-off for Jones being exploited",1st innings,Geoff Barnett,36383,19.0,run,59,1,59/2,"Jones to Kumar, 1 run",,and again. The fielders at long-on and long-off for Jones being exploited,2
115,115,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, FOUR runs well-timed on the front foot beating the hand of the diving bowler and races past the stumps and all the way for four",1st innings,,,19.1,four,63,4,63/2,"Mooney to Kumar, FOUR runs",,well-timed on the front foot beating the hand of the diving bowler and races past the stumps and all the way for four,2
116,116,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, 1 run drives through the gap at cover",1st innings,,,19.2,run,64,1,64/2,"Mooney to Kumar, 1 run",,drives through the gap at cover,2
117,117,Geoff Barnett,36383,John Mooney,24237,"Mooney to Barnett, 1 run mid-off gets sent to the boundary and Barnett prods the ball in to the gap",1st innings,,,19.3,run,65,1,65/2,"Mooney to Barnett, 1 run",,mid-off gets sent to the boundary and Barnett prods the ball in to the gap,2
118,118,Nitish Kumar,348129,John Mooney,24237,"Mooney to Kumar, 1 run thin inside edge beats the keeper and runs away to fine leg",1st innings,,,19.4,run,66,1,66/2,"Mooney to Kumar, 1 run",,thin inside edge beats the keeper and runs away to fine leg,2
